country,season,country_2,seller_raw,buyer_raw,team_name,league,transfer_type,player_name,player_url,player_position,player_age,player_nationality,club_2,league_2,transfer_fee,is_loan,transfer_notes,window,in_squad,appearances,goals,minutes_played,team_url,season_start,buyer_clean,seller_clean,rivalry_proximity,pos_clean,seller_norm,buyer_norm
Germany,2019,Switzerland,fc luzern,fc augsburg,FC Augsburg,Bundesliga,Arrivals,Rubén Vargas,https://www.transfermarkt.com/ruben-vargas/profil/spieler/345886,Left Winger,20,Switzerland,FC Luzern,Super League,4e+06,FALSE,"",Summer,33,33,6,2538,https://www.transfermarkt.com/fc-augsburg/startseite/verein/167/saison_id/2019,2019,augsburg,fc luzern,,left winger,fc luzern,augsburg
Germany,2019,Germany,augsburg,eintracht frankfurt,Eintracht Frankfurt,Bundesliga,Arrivals,Martin Hinteregger,https://www.transfermarkt.com/martin-hinteregger/profil/spieler/85789,Centre-Back,26,Austria,Augsburg,Bundesliga,9e+06,FALSE,"",Summer,51,49,9,4259,https://www.transfermarkt.com/eintracht-frankfurt/startseite/verein/24/saison_id/2019,2019,frankfurt,augsburg,0.797385620915033,centre-back,augsburg,frankfurt
Germany,2019,Germany,frankfurt,fc augsburg,FC Augsburg,Bundesliga,Arrivals,Martin Hinteregger,https://www.transfermarkt.com/martin-hinteregger/profil/spieler/85789,Centre-Back,26,Austria,Frankfurt,Bundesliga,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/fc-augsburg/startseite/verein/167/saison_id/2019,2019,augsburg,frankfurt,0.797385620915033,centre-back,frankfurt,augsburg
Germany,2019,Germany,augsburg,sc freiburg,SC Freiburg,Bundesliga,Arrivals,Jonathan Schmid,https://www.transfermarkt.com/jonathan-schmid/profil/spieler/70285,Right Midfield,29,France,Augsburg,Bundesliga,4e+06,FALSE,"",Summer,35,35,5,3050,https://www.transfermarkt.com/sc-freiburg/startseite/verein/60/saison_id/2019,2019,freiburg,augsburg,0.875816993464052,right midfield,augsburg,freiburg
Germany,2019,Germany,freiburg,fc augsburg,FC Augsburg,Bundesliga,Arrivals,Florian Niederlechner,https://www.transfermarkt.com/florian-niederlechner/profil/spieler/152963,Centre-Forward,28,Germany,Freiburg,Bundesliga,2500000,FALSE,"",Summer,34,34,13,2821,https://www.transfermarkt.com/fc-augsburg/startseite/verein/167/saison_id/2019,2019,augsburg,freiburg,0.875816993464052,centre-forward,freiburg,augsburg
Germany,2019,Switzerland,grasshoppers,fc augsburg,FC Augsburg,Bundesliga,Arrivals,Caiuby,https://www.transfermarkt.com/caiuby/profil/spieler/54137,Left Winger,30,Brazil,Grasshoppers,Super League,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/fc-augsburg/startseite/verein/167/saison_id/2019,2019,augsburg,grasshoppers,,left winger,grasshoppers,augsburg
Germany,2019,Germany,hannover 96,fc augsburg,FC Augsburg,Bundesliga,Arrivals,Noah Sarenren Bazee,https://www.transfermarkt.com/noah-sarenren-bazee/profil/spieler/283001,Right Winger,22,Germany,Hannover 96,2. Bundesliga,1700000,FALSE,"",Summer,18,10,1,378,https://www.transfermarkt.com/fc-augsburg/startseite/verein/167/saison_id/2019,2019,augsburg,hannover 96,0.954248366013072,right winger,hannover 96,augsburg
Germany,2019,Germany,augsburg,tsg 1899 hoffenheim,TSG 1899 Hoffenheim,Bundesliga,Arrivals,Konstantinos Stafylidis,https://www.transfermarkt.com/konstantinos-stafylidis/profil/spieler/148967,Left-Back,25,Greece,Augsburg,Bundesliga,0,FALSE,"",Summer,21,7,1,397,https://www.transfermarkt.com/tsg-1899-hoffenheim/startseite/verein/533/saison_id/2019,2019,hoffenheim,augsburg,0.666666666666667,left-back,augsburg,hoffenheim
Germany,2019,Germany,augsburg,tsg 1899 hoffenheim,TSG 1899 Hoffenheim,Bundesliga,Arrivals,Gregor Kobel,https://www.transfermarkt.com/gregor-kobel/profil/spieler/257814,Goalkeeper,21,Switzerland,Augsburg,Bundesliga,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/tsg-1899-hoffenheim/startseite/verein/533/saison_id/2019,2019,hoffenheim,augsburg,0.666666666666667,goalkeeper,augsburg,hoffenheim
Germany,2019,Brazil,internacional,fc augsburg,FC Augsburg,Bundesliga,Arrivals,Iago,https://www.transfermarkt.com/iago/profil/spieler/520468,Left-Back,22,Brazil,Internacional,Série A,6500000,FALSE,"",Summer,18,10,1,671,https://www.transfermarkt.com/fc-augsburg/startseite/verein/167/saison_id/2019,2019,augsburg,internacional,,left-back,internacional,augsburg
Germany,2019,Germany,leverkusen,fc augsburg,FC Augsburg,Bundesliga,Arrivals,Tin Jedvaj,https://www.transfermarkt.com/tin-jedvaj/profil/spieler/206386,Centre-Back,23,Croatia,Leverkusen,Bundesliga,0,TRUE,loan transfer,Summer,32,31,2,2642,https://www.transfermarkt.com/fc-augsburg/startseite/verein/167/saison_id/2019,2019,augsburg,leverkusen,0.65359477124183,centre-back,leverkusen,augsburg
Germany,2019,Germany,augsburg,1.fsv mainz 05,1.FSV Mainz 05,Bundesliga,Arrivals,Dong-won Ji,https://www.transfermarkt.com/dong-won-ji/profil/spieler/164265,Centre-Forward,28,"Korea, South",Augsburg,Bundesliga,0,FALSE,"",Summer,12,4,0,100,https://www.transfermarkt.com/1-fsv-mainz-05/startseite/verein/39/saison_id/2019,2019,mainz,augsburg,0.941176470588235,centre-forward,augsburg,mainz
Germany,2019,Denmark,nordsjaelland,fc augsburg,FC Augsburg,Bundesliga,Arrivals,Mads Pedersen,https://www.transfermarkt.com/mads-pedersen/profil/spieler/288429,Left-Back,22,Denmark,Nordsjaelland,Superliga,8e+05,FALSE,"",Summer,14,3,0,162,https://www.transfermarkt.com/fc-augsburg/startseite/verein/167/saison_id/2019,2019,augsburg,nordsjaelland,,left-back,nordsjaelland,augsburg
Germany,2019,France,stade rennais,fc augsburg,FC Augsburg,Bundesliga,Arrivals,Tomas Koubek,https://www.transfermarkt.com/tomas-koubek/profil/spieler/146714,Goalkeeper,26,Czech Republic,Stade Rennais,Ligue 1,7500000,FALSE,"",Summer,34,25,0,2250,https://www.transfermarkt.com/fc-augsburg/startseite/verein/167/saison_id/2019,2019,augsburg,stade rennais,,goalkeeper,stade rennais,augsburg
Germany,2019,Germany,augsburg,1.fc union berlin,1.FC Union Berlin,Bundesliga,Arrivals,Marvin Friedrich,https://www.transfermarkt.com/marvin-friedrich/profil/spieler/196231,Centre-Back,23,Germany,Augsburg,Bundesliga,2500000,FALSE,"",Summer,35,34,2,3060,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2019,2019,union berlin,augsburg,,centre-back,augsburg,union berlin
Germany,2019,Germany,union berlin,fc augsburg,FC Augsburg,Bundesliga,Arrivals,Marvin Friedrich,https://www.transfermarkt.com/marvin-friedrich/profil/spieler/196231,Centre-Back,23,Germany,Union Berlin,Bundesliga,1e+06,FALSE,"",Summer,,,,,https://www.transfermarkt.com/fc-augsburg/startseite/verein/167/saison_id/2019,2019,augsburg,union berlin,,centre-back,union berlin,augsburg
Germany,2019,England,west ham,fc augsburg,FC Augsburg,Bundesliga,Arrivals,Reece Oxford,https://www.transfermarkt.com/reece-oxford/profil/spieler/314295,Centre-Back,20,England,West Ham,Premier League,2e+06,FALSE,"",Summer,23,12,0,369,https://www.transfermarkt.com/fc-augsburg/startseite/verein/167/saison_id/2019,2019,augsburg,west ham,,centre-back,west ham,augsburg
Germany,2019,Germany,wolfsburg,fc augsburg,FC Augsburg,Bundesliga,Arrivals,Felix Uduokhai,https://www.transfermarkt.com/felix-uduokhai/profil/spieler/278343,Centre-Back,21,Germany,Wolfsburg,Bundesliga,0,TRUE,"",Summer,32,26,0,1961,https://www.transfermarkt.com/fc-augsburg/startseite/verein/167/saison_id/2019,2019,augsburg,wolfsburg,0.594771241830065,centre-back,wolfsburg,augsburg
Germany,2019,Spain,barcelona,bayern munich,Bayern Munich,Bundesliga,Arrivals,Philippe Coutinho,https://www.transfermarkt.com/philippe-coutinho/profil/spieler/80444,Attacking Midfield,27,Brazil,Barcelona,LaLiga,0,TRUE,"",Summer,40,38,11,2148,https://www.transfermarkt.com/fc-bayern-munchen/startseite/verein/27/saison_id/2019,2019,bayern munich,barcelona,,attacking midfield,barcelona,bayern munich
Germany,2019,Spain,barcelona,borussia dortmund,Borussia Dortmund,Bundesliga,Arrivals,Paco Alcácer,https://www.transfermarkt.com/paco-alcacer/profil/spieler/126716,Centre-Forward,25,Spain,Barcelona,LaLiga,2.1e+07,FALSE,"",Summer,20,15,7,820,https://www.transfermarkt.com/borussia-dortmund/startseite/verein/16/saison_id/2019,2019,dortmund,barcelona,,centre-forward,barcelona,dortmund
Germany,2019,Spain,barça u19,borussia dortmund,Borussia Dortmund,Bundesliga,Arrivals,Mateu Morey,https://www.transfermarkt.com/mateu-morey/profil/spieler/388513,Right-Back,19,Spain,Barça U19,"",0,FALSE,"",Summer,22,5,0,195,https://www.transfermarkt.com/borussia-dortmund/startseite/verein/16/saison_id/2019,2019,dortmund,barça u19,,right-back,bara u19,dortmund
Germany,2019,Germany,bayern munich,borussia dortmund,Borussia Dortmund,Bundesliga,Arrivals,Mats Hummels,https://www.transfermarkt.com/mats-hummels/profil/spieler/39728,Centre-Back,30,Germany,Bayern Munich,Bundesliga,30500000,FALSE,"",Summer,41,41,1,3483,https://www.transfermarkt.com/borussia-dortmund/startseite/verein/16/saison_id/2019,2019,dortmund,bayern munich,0.496732026143791,centre-back,bayern munich,dortmund
Germany,2019,Germany,fc bayern ii,bayern munich,Bayern Munich,Bundesliga,Arrivals,Adrian Fein,https://www.transfermarkt.com/adrian-fein/profil/spieler/379979,Central Midfield,20,Germany,FC Bayern II,3. Liga,,FALSE,-,Summer,,,,,https://www.transfermarkt.com/fc-bayern-munchen/startseite/verein/27/saison_id/2019,2019,bayern munich,fc bayern ii,,central midfield,fc bayern ii,bayern munich
Germany,2019,Germany,fc bayern ii,bayern munich,Bayern Munich,Bundesliga,Arrivals,Lukas Mai,https://www.transfermarkt.com/lukas-mai/profil/spieler/345780,Centre-Back,19,Germany,FC Bayern II,3. Liga,,FALSE,-,Summer,20,0,0,0,https://www.transfermarkt.com/fc-bayern-munchen/startseite/verein/27/saison_id/2019,2019,bayern munich,fc bayern ii,,centre-back,fc bayern ii,bayern munich
Germany,2019,Germany,hamburg,bayern munich,Bayern Munich,Bundesliga,Arrivals,Fiete Arp,https://www.transfermarkt.com/fiete-arp/profil/spieler/343337,Centre-Forward,19,Germany,Hamburg,2. Bundesliga,3e+06,FALSE,"",Summer,4,0,0,0,https://www.transfermarkt.com/fc-bayern-munchen/startseite/verein/27/saison_id/2019,2019,bayern munich,hamburg,,centre-forward,hamburg,bayern munich
Germany,2019,Italy,inter,bayern munich,Bayern Munich,Bundesliga,Arrivals,Ivan Perišić,https://www.transfermarkt.com/ivan-perisic/profil/spieler/42460,Left Winger,30,Croatia,Inter,Serie A,0,TRUE,"",Summer,38,35,8,1757,https://www.transfermarkt.com/fc-bayern-munchen/startseite/verein/27/saison_id/2019,2019,bayern munich,inter,,left winger,inter,bayern munich
Germany,2019,Germany,mönchengladbach,bayern munich,Bayern Munich,Bundesliga,Arrivals,Michaël Cuisance,https://www.transfermarkt.com/michael-cuisance/profil/spieler/344600,Central Midfield,20,France,Mönchengladbach,Bundesliga,8e+06,FALSE,"",Summer,38,10,1,313,https://www.transfermarkt.com/fc-bayern-munchen/startseite/verein/27/saison_id/2019,2019,bayern munich,mönchengladbach,0.19281045751634,central midfield,mnchengladbach,bayern munich
Germany,2019,Germany,stuttgart,bayern munich,Bayern Munich,Bundesliga,Arrivals,Benjamin Pavard,https://www.transfermarkt.com/benjamin-pavard/profil/spieler/353366,Centre-Back,23,France,Stuttgart,2. Bundesliga,3.5e+07,FALSE,"",Summer,49,47,4,3978,https://www.transfermarkt.com/fc-bayern-munchen/startseite/verein/27/saison_id/2019,2019,bayern munich,stuttgart,0.437908496732026,centre-back,stuttgart,bayern munich
Germany,2019,Germany,bayern munich,sv werder bremen,SV Werder Bremen,Bundesliga,Arrivals,Marco Friedl,https://www.transfermarkt.com/marco-friedl/profil/spieler/156990,Centre-Back,21,Austria,Bayern Munich,Bundesliga,3500000,FALSE,"",Summer,39,32,2,2577,https://www.transfermarkt.com/sv-werder-bremen/startseite/verein/86/saison_id/2019,2019,werder bremen,bayern munich,0.431372549019608,centre-back,bayern munich,werder bremen
Germany,2019,Germany,werder bremen,bayern munich,Bayern Munich,Bundesliga,Arrivals,Marco Friedl,https://www.transfermarkt.com/marco-friedl/profil/spieler/156990,Centre-Back,21,Austria,Werder Bremen,Bundesliga,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/fc-bayern-munchen/startseite/verein/27/saison_id/2019,2019,bayern munich,werder bremen,0.431372549019608,centre-back,werder bremen,bayern munich
Germany,2019,Portugal,benfica,eintracht frankfurt,Eintracht Frankfurt,Bundesliga,Arrivals,Luka Jović,https://www.transfermarkt.com/luka-jovic/profil/spieler/257462,Centre-Forward,21,Serbia,Benfica,Liga Portugal,22340000,FALSE,"",Summer,,,,,https://www.transfermarkt.com/eintracht-frankfurt/startseite/verein/24/saison_id/2019,2019,frankfurt,benfica,,centre-forward,benfica,frankfurt
Germany,2019,Türkiye,besiktas,borussia dortmund,Borussia Dortmund,Bundesliga,Arrivals,Shinji Kagawa,https://www.transfermarkt.com/shinji-kagawa/profil/spieler/81785,Attacking Midfield,30,Japan,Besiktas,Süper Lig,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/borussia-dortmund/startseite/verein/16/saison_id/2019,2019,dortmund,besiktas,,attacking midfield,besiktas,dortmund
Germany,2019,England,brighton,tsg 1899 hoffenheim,TSG 1899 Hoffenheim,Bundesliga,Arrivals,Jürgen Locadia,https://www.transfermarkt.com/jurgen-locadia/profil/spieler/166240,Centre-Forward,25,Curacao,Brighton,Premier League,0,TRUE,loan transfer,Summer,17,12,4,589,https://www.transfermarkt.com/tsg-1899-hoffenheim/startseite/verein/533/saison_id/2019,2019,hoffenheim,brighton,,centre-forward,brighton,hoffenheim
Germany,2019,Scotland,celtic,borussia dortmund,Borussia Dortmund,Bundesliga,Arrivals,Jeremy Toljan,https://www.transfermarkt.com/jeremy-toljan/profil/spieler/129674,Right-Back,24,Germany,Celtic,Premiership,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/borussia-dortmund/startseite/verein/16/saison_id/2019,2019,dortmund,celtic,,right-back,celtic,dortmund
Germany,2019,England,chelsea,rb leipzig,RB Leipzig,Bundesliga,Arrivals,Ethan Ampadu,https://www.transfermarkt.com/ethan-ampadu/profil/spieler/392771,Defensive Midfield,18,Wales,Chelsea,Premier League,0,TRUE,"",Summer,26,7,0,277,https://www.transfermarkt.com/rasenballsport-leipzig/startseite/verein/23826/saison_id/2019,2019,leipzig,chelsea,,defensive midfield,chelsea,leipzig
Germany,2019,Germany,chemnitzer fc,eintracht frankfurt,Eintracht Frankfurt,Bundesliga,Arrivals,Deji Beyreuther,https://www.transfermarkt.com/deji-beyreuther/profil/spieler/482163,Centre-Back,19,Germany,Chemnitzer FC,Regionalliga Northeast,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/eintracht-frankfurt/startseite/verein/24/saison_id/2019,2019,frankfurt,chemnitzer fc,,centre-back,chemnitzer fc,frankfurt
Germany,2019,Denmark,copenhagen,tsg 1899 hoffenheim,TSG 1899 Hoffenheim,Bundesliga,Arrivals,Robert Skov,https://www.transfermarkt.com/robert-skov/profil/spieler/270393,Left Midfield,23,Denmark,Copenhagen,Superliga,1e+07,FALSE,"",Summer,35,33,4,2659,https://www.transfermarkt.com/tsg-1899-hoffenheim/startseite/verein/533/saison_id/2019,2019,hoffenheim,copenhagen,,left midfield,copenhagen,hoffenheim
Germany,2019,Germany,darmstadt 98,borussia mönchengladbach,Borussia Mönchengladbach,Bundesliga,Arrivals,Max Grün,https://www.transfermarkt.com/max-grun/profil/spieler/32779,Goalkeeper,32,Germany,Darmstadt 98,2. Bundesliga,0,FALSE,"",Summer,8,0,0,0,https://www.transfermarkt.com/borussia-monchengladbach/startseite/verein/18/saison_id/2019,2019,mönchengladbach,darmstadt 98,,goalkeeper,darmstadt 98,mnchengladbach
Germany,2019,France,dijon,sc freiburg,SC Freiburg,Bundesliga,Arrivals,Chang-hoon Kwon,https://www.transfermarkt.com/chang-hoon-kwon/profil/spieler/259350,Right Winger,25,"Korea, South",Dijon,Ligue 1,2e+06,FALSE,"",Summer,33,23,2,666,https://www.transfermarkt.com/sc-freiburg/startseite/verein/60/saison_id/2019,2019,freiburg,dijon,,right winger,dijon,freiburg
Germany,2019,Germany,b. dortmund u19,borussia dortmund,Borussia Dortmund,Bundesliga,Arrivals,Tobias Raschl,https://www.transfermarkt.com/tobias-raschl/profil/spieler/384745,Central Midfield,19,Germany,B. Dortmund U19,U19-Bundesliga West,,FALSE,-,Summer,11,1,0,25,https://www.transfermarkt.com/borussia-dortmund/startseite/verein/16/saison_id/2019,2019,dortmund,dortmund,,central midfield,dortmund,dortmund
Germany,2019,Germany,b. dortmund u19,borussia dortmund,Borussia Dortmund,Bundesliga,Arrivals,Luca Unbehaun,https://www.transfermarkt.com/luca-unbehaun/profil/spieler/388815,Goalkeeper,18,Germany,B. Dortmund U19,U19-Bundesliga West,,FALSE,-,Summer,1,0,0,0,https://www.transfermarkt.com/borussia-dortmund/startseite/verein/16/saison_id/2019,2019,dortmund,dortmund,,goalkeeper,dortmund,dortmund
Germany,2019,Germany,dortmund,eintracht frankfurt,Eintracht Frankfurt,Bundesliga,Arrivals,Sebastian Rode,https://www.transfermarkt.com/sebastian-rode/profil/spieler/44466,Central Midfield,28,Germany,Dortmund,Bundesliga,4e+06,FALSE,"",Summer,44,43,3,3066,https://www.transfermarkt.com/eintracht-frankfurt/startseite/verein/24/saison_id/2019,2019,frankfurt,dortmund,0.745098039215686,central midfield,dortmund,frankfurt
Germany,2019,Germany,frankfurt,borussia dortmund,Borussia Dortmund,Bundesliga,Arrivals,Sebastian Rode,https://www.transfermarkt.com/sebastian-rode/profil/spieler/44466,Central Midfield,28,Germany,Frankfurt,Bundesliga,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/borussia-dortmund/startseite/verein/16/saison_id/2019,2019,dortmund,frankfurt,0.745098039215686,central midfield,frankfurt,dortmund
Germany,2019,England,fulham,borussia dortmund,Borussia Dortmund,Bundesliga,Arrivals,André Schürrle,https://www.transfermarkt.com/andre-schurrle/profil/spieler/58205,Left Winger,28,Germany,Fulham,Premier League,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/borussia-dortmund/startseite/verein/16/saison_id/2019,2019,dortmund,fulham,,left winger,fulham,dortmund
Germany,2019,Germany,hoffenheim,borussia dortmund,Borussia Dortmund,Bundesliga,Arrivals,Nico Schulz,https://www.transfermarkt.com/nico-schulz/profil/spieler/85867,Left-Back,26,Germany,Hoffenheim,Bundesliga,25500000,FALSE,"",Summer,34,18,1,1165,https://www.transfermarkt.com/borussia-dortmund/startseite/verein/16/saison_id/2019,2019,dortmund,hoffenheim,0.882352941176471,left-back,hoffenheim,dortmund
Germany,2019,Germany,leverkusen,borussia dortmund,Borussia Dortmund,Bundesliga,Arrivals,Julian Brandt,https://www.transfermarkt.com/julian-brandt/profil/spieler/187492,Attacking Midfield,23,Germany,Leverkusen,Bundesliga,2.5e+07,FALSE,"",Summer,42,42,7,2877,https://www.transfermarkt.com/borussia-dortmund/startseite/verein/16/saison_id/2019,2019,dortmund,leverkusen,0.901960784313725,attacking midfield,leverkusen,dortmund
Germany,2019,Germany,mönchengladbach,borussia dortmund,Borussia Dortmund,Bundesliga,Arrivals,Thorgan Hazard,https://www.transfermarkt.com/thorgan-hazard/profil/spieler/102226,Attacking Midfield,26,Belgium,Mönchengladbach,Bundesliga,25500000,FALSE,"",Summer,44,43,7,3098,https://www.transfermarkt.com/borussia-dortmund/startseite/verein/16/saison_id/2019,2019,dortmund,mönchengladbach,0.19281045751634,attacking midfield,mnchengladbach,dortmund
Germany,2019,England,norwich,borussia dortmund,Borussia Dortmund,Bundesliga,Arrivals,Felix Passlack,https://www.transfermarkt.com/felix-passlack/profil/spieler/274461,Right-Back,21,Germany,Norwich,Championship,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/borussia-dortmund/startseite/verein/16/saison_id/2019,2019,dortmund,norwich,,right-back,norwich,dortmund
Germany,2019,Germany,dortmund,sv werder bremen,SV Werder Bremen,Bundesliga,Arrivals,Ömer Toprak,https://www.transfermarkt.com/omer-toprak/profil/spieler/43512,Centre-Back,30,Türkiye,Dortmund,Bundesliga,0,TRUE,"",Summer,15,12,0,809,https://www.transfermarkt.com/sv-werder-bremen/startseite/verein/86/saison_id/2019,2019,werder bremen,dortmund,0.679738562091503,centre-back,dortmund,werder bremen
Germany,2019,Netherlands,willem ii,borussia dortmund,Borussia Dortmund,Bundesliga,Arrivals,Alexander Isak,https://www.transfermarkt.com/alexander-isak/profil/spieler/349066,Centre-Forward,19,Sweden,Willem II,Eredivisie,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/borussia-dortmund/startseite/verein/16/saison_id/2019,2019,dortmund,willem ii,,centre-forward,willem ii,dortmund
Germany,2019,Slovakia,dunajska streda,bayer 04 leverkusen,Bayer 04 Leverkusen,Bundesliga,Arrivals,Tomasz Kucz,https://www.transfermarkt.com/tomasz-kucz/profil/spieler/320954,Goalkeeper,19,Poland,Dunajska Streda,Niké Liga,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/bayer-04-leverkusen/startseite/verein/15/saison_id/2019,2019,leverkusen,dunajska streda,,goalkeeper,dunajska streda,leverkusen
Germany,2019,Germany,e. braunschweig,1.fc union berlin,1.FC Union Berlin,Bundesliga,Arrivals,Suleiman Abdullahi,https://www.transfermarkt.com/suleiman-abdullahi/profil/spieler/356118,Centre-Forward,22,Nigeria,E. Braunschweig,3. Liga,5e+05,FALSE,"",Summer,11,6,1,153,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2019,2019,union berlin,e. braunschweig,,centre-forward,e braunschweig,union berlin
Germany,2019,Germany,erzgebirge aue,sv werder bremen,SV Werder Bremen,Bundesliga,Arrivals,Ole Käuper,https://www.transfermarkt.com/ole-kauper/profil/spieler/195676,Defensive Midfield,22,Germany,Erzgebirge Aue,2. Bundesliga,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/sv-werder-bremen/startseite/verein/86/saison_id/2019,2019,werder bremen,erzgebirge aue,,defensive midfield,erzgebirge aue,werder bremen
Germany,2019,Spain,espanyol,1.fsv mainz 05,1.FSV Mainz 05,Bundesliga,Arrivals,Aarón Martín,https://www.transfermarkt.com/aaron-martin/profil/spieler/251878,Left-Back,22,Spain,Espanyol,LaLiga,8e+06,FALSE,"",Summer,32,23,0,1885,https://www.transfermarkt.com/1-fsv-mainz-05/startseite/verein/39/saison_id/2019,2019,mainz,espanyol,,left-back,espanyol,mainz
Germany,2019,England,everton,rb leipzig,RB Leipzig,Bundesliga,Arrivals,Ademola Lookman,https://www.transfermarkt.com/ademola-lookman/profil/spieler/406040,Second Striker,21,Nigeria,Everton,Premier League,1.8e+07,FALSE,"",Summer,40,13,0,378,https://www.transfermarkt.com/rasenballsport-leipzig/startseite/verein/23826/saison_id/2019,2019,leipzig,everton,,second striker,everton,leipzig
Germany,2019,Germany,fc bayern ii,sc freiburg,SC Freiburg,Bundesliga,Arrivals,Woo-yeong Jeong,https://www.transfermarkt.com/woo-yeong-jeong/profil/spieler/297583,Attacking Midfield,19,"Korea, South",FC Bayern II,3. Liga,2e+06,FALSE,"",Summer,7,1,0,33,https://www.transfermarkt.com/sc-freiburg/startseite/verein/60/saison_id/2019,2019,freiburg,fc bayern ii,,attacking midfield,fc bayern ii,freiburg
Germany,2019,Germany,fc bayern ii,1.fsv mainz 05,1.FSV Mainz 05,Bundesliga,Arrivals,Jonathan Meier,https://www.transfermarkt.com/jonathan-meier/profil/spieler/379989,Left-Back,19,Germany,FC Bayern II,3. Liga,1200000,FALSE,"",Summer,2,0,0,0,https://www.transfermarkt.com/1-fsv-mainz-05/startseite/verein/39/saison_id/2019,2019,mainz,fc bayern ii,,left-back,fc bayern ii,mainz
Germany,2019,Germany,fc ingolstadt,vfl wolfsburg,VfL Wolfsburg,Bundesliga,Arrivals,Paulo Otávio,https://www.transfermarkt.com/paulo-otavio/profil/spieler/221611,Left-Back,24,Brazil,FC Ingolstadt,3. Liga,1100000,FALSE,"",Summer,16,9,1,684,https://www.transfermarkt.com/vfl-wolfsburg/startseite/verein/82/saison_id/2019,2019,wolfsburg,fc ingolstadt,,left-back,fc ingolstadt,wolfsburg
Germany,2019,Germany,fc pipinsried,eintracht frankfurt,Eintracht Frankfurt,Bundesliga,Arrivals,Noel Knothe,https://www.transfermarkt.com/noel-knothe/profil/spieler/379960,Centre-Back,20,Germany,FC Pipinsried,Regionalliga Bayern,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/eintracht-frankfurt/startseite/verein/24/saison_id/2019,2019,frankfurt,fc pipinsried,,centre-back,fc pipinsried,frankfurt
Germany,2019,Germany,fc schalke 04,tsg 1899 hoffenheim,TSG 1899 Hoffenheim,Bundesliga,Arrivals,Sebastian Rudy,https://www.transfermarkt.com/sebastian-rudy/profil/spieler/57051,Defensive Midfield,29,Germany,FC Schalke 04,Bundesliga,0,TRUE,"",Summer,36,35,1,2994,https://www.transfermarkt.com/tsg-1899-hoffenheim/startseite/verein/533/saison_id/2019,2019,hoffenheim,fc schalke 04,0.19281045751634,defensive midfield,fc schalke 04,hoffenheim
Germany,2019,Germany,fc schalke 04,borussia mönchengladbach,Borussia Mönchengladbach,Bundesliga,Arrivals,Breel Embolo,https://www.transfermarkt.com/breel-embolo/profil/spieler/237662,Centre-Forward,22,Switzerland,FC Schalke 04,Bundesliga,1.1e+07,FALSE,"",Summer,35,34,8,1903,https://www.transfermarkt.com/borussia-monchengladbach/startseite/verein/18/saison_id/2019,2019,mönchengladbach,fc schalke 04,0.627450980392157,centre-forward,fc schalke 04,mnchengladbach
Germany,2019,Germany,fc schalke 04,sv werder bremen,SV Werder Bremen,Bundesliga,Arrivals,Benjamin Goller,https://www.transfermarkt.com/benjamin-goller/profil/spieler/388058,Right Winger,20,Germany,FC Schalke 04,Bundesliga,0,FALSE,"",Summer,20,11,0,297,https://www.transfermarkt.com/sv-werder-bremen/startseite/verein/86/saison_id/2019,2019,werder bremen,fc schalke 04,0.19281045751634,right winger,fc schalke 04,werder bremen
Germany,2019,Germany,fc schalke 04,vfl wolfsburg,VfL Wolfsburg,Bundesliga,Arrivals,Jeffrey Bruma,https://www.transfermarkt.com/jeffrey-bruma/profil/spieler/88721,Centre-Back,27,Netherlands,FC Schalke 04,Bundesliga,,TRUE,End of loan 30/06/2019,Summer,21,15,0,1281,https://www.transfermarkt.com/vfl-wolfsburg/startseite/verein/82/saison_id/2019,2019,wolfsburg,fc schalke 04,0.19281045751634,centre-back,fc schalke 04,wolfsburg
Germany,2019,Switzerland,fc st. gallen,sc freiburg,SC Freiburg,Bundesliga,Arrivals,Vincent Sierro,https://www.transfermarkt.com/vincent-sierro/profil/spieler/280387,Central Midfield,23,Switzerland,FC St. Gallen,Super League,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/sc-freiburg/startseite/verein/60/saison_id/2019,2019,freiburg,fc st. gallen,,central midfield,fc st gallen,freiburg
