country,season,country_2,seller_raw,buyer_raw,team_name,league,transfer_type,player_name,player_url,player_position,player_age,player_nationality,club_2,league_2,transfer_fee,is_loan,transfer_notes,window,in_squad,appearances,goals,minutes_played,team_url,season_start,buyer_clean,seller_clean,rivalry_proximity,pos_clean,seller_norm,buyer_norm
England,2019,Spain,dep. la coruña,manchester city,Manchester City,Premier League,Arrivals,Pablo Marí,https://www.transfermarkt.com/pablo-mari/profil/spieler/210178,Centre-Back,25,Spain,Dep. La Coruña,LaLiga2,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2019,2019,man city,dep. la coruña,,centre-back,dep la corua,man city
England,2019,England,derby,manchester city,Manchester City,Premier League,Arrivals,Scott Carson,https://www.transfermarkt.com/scott-carson/profil/spieler/14555,Goalkeeper,33,England,Derby,Championship,0,TRUE,loan transfer,Summer,17,0,0,0,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2019,2019,man city,derby,,goalkeeper,derby,man city
England,2019,Spain,espanyol,west ham united,West Ham United,Premier League,Arrivals,Roberto,https://www.transfermarkt.com/roberto/profil/spieler/37403,Goalkeeper,33,Spain,Espanyol,LaLiga,0,FALSE,"",Summer,23,10,0,866,https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2019,2019,west ham,espanyol,,goalkeeper,espanyol,west ham
England,2019,Portugal,estoril,wolverhampton wanderers,Wolverhampton Wanderers,Premier League,Arrivals,Renat Dadashov,https://www.transfermarkt.com/renat-dadashov/profil/spieler/335461,Centre-Forward,20,Azerbaijan,Estoril,Liga Portugal 2,5e+05,FALSE,"",Summer,,,,,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2019,2019,wolves,estoril,,centre-forward,estoril,wolves
England,2019,Netherlands,feyenoord,everton fc,Everton FC,Premier League,Arrivals,Cuco Martina,https://www.transfermarkt.com/cuco-martina/profil/spieler/91251,Centre-Back,29,Curacao,Feyenoord,Eredivisie,,TRUE,End of loan 30/06/2019,Summer,4,0,0,0,https://www.transfermarkt.com/fc-everton/startseite/verein/29/saison_id/2019,2019,everton,feyenoord,,centre-back,feyenoord,everton
England,2019,Italy,fiorentina,everton fc,Everton FC,Premier League,Arrivals,Kevin Mirallas,https://www.transfermarkt.com/kevin-mirallas/profil/spieler/33639,Right Winger,31,Belgium,Fiorentina,Serie A,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/fc-everton/startseite/verein/29/saison_id/2019,2019,everton,fiorentina,,right winger,fiorentina,everton
England,2019,Türkiye,galatasaray,everton fc,Everton FC,Premier League,Arrivals,Henry Onyekuru,https://www.transfermarkt.com/henry-onyekuru/profil/spieler/380415,Left Winger,22,Nigeria,Galatasaray,Süper Lig,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/fc-everton/startseite/verein/29/saison_id/2019,2019,everton,galatasaray,,left winger,galatasaray,everton
England,2019,Switzerland,grasshoppers,everton fc,Everton FC,Premier League,Arrivals,Shani Tarashaj,https://www.transfermarkt.com/shani-tarashaj/profil/spieler/184381,Second Striker,24,Switzerland,Grasshoppers,Super League,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/fc-everton/startseite/verein/29/saison_id/2019,2019,everton,grasshoppers,,second striker,grasshoppers,everton
England,2019,England,huddersfield,everton fc,Everton FC,Premier League,Arrivals,Jonas Lössl,https://www.transfermarkt.com/jonas-lossl/profil/spieler/48870,Goalkeeper,30,Denmark,Huddersfield,Championship,0,FALSE,"",Summer,15,0,0,0,https://www.transfermarkt.com/fc-everton/startseite/verein/29/saison_id/2019,2019,everton,huddersfield,0.626315789473684,goalkeeper,huddersfield,everton
England,2019,England,ipswich,everton fc,Everton FC,Premier League,Arrivals,Luke Garbutt,https://www.transfermarkt.com/luke-garbutt/profil/spieler/110860,Left-Back,27,England,Ipswich,League One,,TRUE,End of loan 31/05/2020,Summer,0,0,0,0,https://www.transfermarkt.com/fc-everton/startseite/verein/29/saison_id/2019,2019,everton,ipswich,,left-back,ipswich,everton
England,2019,Italy,juventus,everton fc,Everton FC,Premier League,Arrivals,Moise Kean,https://www.transfermarkt.com/moise-kean/profil/spieler/364135,Centre-Forward,19,Italy,Juventus,Serie A,27500000,FALSE,"",Summer,41,33,2,1026,https://www.transfermarkt.com/fc-everton/startseite/verein/29/saison_id/2019,2019,everton,juventus,,centre-forward,juventus,everton
England,2019,Germany,mainz,everton fc,Everton FC,Premier League,Arrivals,Jean-Philippe Gbamin,https://www.transfermarkt.com/jean-philippe-gbamin/profil/spieler/182894,Centre-Back,23,Cote d'Ivoire,Mainz,Bundesliga,2.5e+07,FALSE,"",Summer,2,2,0,135,https://www.transfermarkt.com/fc-everton/startseite/verein/29/saison_id/2019,2019,everton,mainz,,centre-back,mainz,everton
England,2019,England,man city,everton fc,Everton FC,Premier League,Arrivals,Fabian Delph,https://www.transfermarkt.com/fabian-delph/profil/spieler/50362,Central Midfield,29,England,Man City,Premier League,9500000,FALSE,"",Summer,21,20,0,1471,https://www.transfermarkt.com/fc-everton/startseite/verein/29/saison_id/2019,2019,everton,man city,0.331578947368421,central midfield,man city,everton
England,2019,Monaco,monaco,everton fc,Everton FC,Premier League,Arrivals,Djibril Sidibé,https://www.transfermarkt.com/djibril-sidibe/profil/spieler/161869,Right-Back,27,France,Monaco,Ligue 1,0,TRUE,"",Summer,35,28,0,2091,https://www.transfermarkt.com/fc-everton/startseite/verein/29/saison_id/2019,2019,everton,monaco,,right-back,monaco,everton
England,2019,Spain,real sociedad,everton fc,Everton FC,Premier League,Arrivals,Sandro Ramírez,https://www.transfermarkt.com/sandro-ramirez/profil/spieler/199369,Centre-Forward,23,Spain,Real Sociedad,LaLiga,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/fc-everton/startseite/verein/29/saison_id/2019,2019,everton,real sociedad,,centre-forward,real sociedad,everton
England,2019,Belgium,rsc anderlecht,everton fc,Everton FC,Premier League,Arrivals,Yannick Bolasie,https://www.transfermarkt.com/yannick-bolasie/profil/spieler/75471,Centre-Forward,30,DR Congo,RSC Anderlecht,Jupiler Pro League,,TRUE,End of loan 30/06/2019,Summer,0,0,0,0,https://www.transfermarkt.com/fc-everton/startseite/verein/29/saison_id/2019,2019,everton,rsc anderlecht,,centre-forward,rsc anderlecht,everton
England,2019,England,sheff utd,everton fc,Everton FC,Premier League,Arrivals,Muhamed Besic,https://www.transfermarkt.com/muhamed-besic/profil/spieler/93905,Defensive Midfield,27,Bosnia-Herzegovina,Sheff Utd,Premier League,,TRUE,End of loan 31/05/2020,Summer,0,0,0,0,https://www.transfermarkt.com/fc-everton/startseite/verein/29/saison_id/2019,2019,everton,sheff utd,,defensive midfield,sheff utd,everton
England,2019,Portugal,sporting,everton fc,Everton FC,Premier League,Arrivals,Yannick Bolasie,https://www.transfermarkt.com/yannick-bolasie/profil/spieler/75471,Centre-Forward,30,DR Congo,Sporting,Liga Portugal,,TRUE,End of loan 22/04/2020,Summer,0,0,0,0,https://www.transfermarkt.com/fc-everton/startseite/verein/29/saison_id/2019,2019,everton,sporting,,centre-forward,sporting,everton
England,2019,Italy,fiorentina,west ham united,West Ham United,Premier League,Arrivals,Edimilson Fernandes,https://www.transfermarkt.com/edimilson-fernandes/profil/spieler/247555,Defensive Midfield,23,Switzerland,Fiorentina,Serie A,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2019,2019,west ham,fiorentina,,defensive midfield,fiorentina,west ham
England,2019,Germany,frankfurt,newcastle united,Newcastle United,Premier League,Arrivals,Jetro Willems,https://www.transfermarkt.com/jetro-willems/profil/spieler/146258,Centre-Back,25,Netherlands,Frankfurt,Bundesliga,0,TRUE,"",Summer,23,20,2,1580,https://www.transfermarkt.com/newcastle-united/startseite/verein/762/saison_id/2019,2019,newcastle,frankfurt,,centre-back,frankfurt,newcastle
England,2019,Germany,frankfurt,west ham united,West Ham United,Premier League,Arrivals,Sébastien Haller,https://www.transfermarkt.com/sebastien-haller/profil/spieler/181375,Centre-Forward,25,Cote d'Ivoire,Frankfurt,Bundesliga,5e+07,FALSE,"",Summer,37,35,7,2476,https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2019,2019,west ham,frankfurt,,centre-forward,frankfurt,west ham
England,2019,England,fulham,tottenham hotspur,Tottenham Hotspur,Premier League,Arrivals,Ryan Sessegnon,https://www.transfermarkt.com/ryan-sessegnon/profil/spieler/392775,Left-Back,19,England,Fulham,Championship,2.7e+07,FALSE,"",Summer,27,12,1,773,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2019,2019,tottenham,fulham,0.131578947368421,left-back,fulham,tottenham
England,2019,Japan,gamba osaka,manchester city,Manchester City,Premier League,Arrivals,Ryotaro Meshino,https://www.transfermarkt.com/ryotaro-meshino/profil/spieler/426666,Left Winger,21,Japan,Gamba Osaka,J1 League,1e+06,FALSE,"",Summer,0,0,0,0,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2019,2019,man city,gamba osaka,,left winger,gamba osaka,man city
England,2019,England,gillingham,wolverhampton wanderers,Wolverhampton Wanderers,Premier League,Arrivals,Jordan Graham,https://www.transfermarkt.com/jordan-graham/profil/spieler/183283,Right Winger,25,England,Gillingham,League One,,TRUE,End of loan 31/05/2020,Summer,0,0,0,0,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2019,2019,wolves,gillingham,,right winger,gillingham,wolves
England,2019,Spain,girona,manchester city,Manchester City,Premier League,Arrivals,Pedro Porro,https://www.transfermarkt.com/pedro-porro/profil/spieler/553875,Right-Back,19,Spain,Girona,LaLiga2,1.2e+07,FALSE,"",Summer,,,,,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2019,2019,man city,girona,,right-back,girona,man city
England,2019,Spain,girona,manchester city,Manchester City,Premier League,Arrivals,Patrick Roberts,https://www.transfermarkt.com/patrick-roberts/profil/spieler/225452,Right Winger,22,England,Girona,LaLiga,,TRUE,End of loan 30/06/2019,Summer,0,0,0,0,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2019,2019,man city,girona,,right winger,girona,man city
England,2019,Spain,girona,manchester city,Manchester City,Premier League,Arrivals,Aleix García,https://www.transfermarkt.com/aleix-garcia/profil/spieler/261504,Central Midfield,22,Spain,Girona,LaLiga,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2019,2019,man city,girona,,central midfield,girona,man city
England,2019,Spain,girona,manchester city,Manchester City,Premier League,Arrivals,Douglas Luiz,https://www.transfermarkt.com/douglas-luiz/profil/spieler/447661,Central Midfield,21,Brazil,Girona,LaLiga,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2019,2019,man city,girona,,central midfield,girona,man city
England,2019,Croatia,hajduk split,manchester city,Manchester City,Premier League,Arrivals,Ante Palaversa,https://www.transfermarkt.com/ante-palaversa/profil/spieler/371003,Defensive Midfield,19,Croatia,Hajduk Split,SuperSport HNL,,TRUE,End of loan 02/07/2019,Summer,,,,,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2019,2019,man city,hajduk split,,defensive midfield,hajduk split,man city
England,2019,Scotland,heart of midl.,manchester city,Manchester City,Premier League,Arrivals,Ryotaro Meshino,https://www.transfermarkt.com/ryotaro-meshino/profil/spieler/426666,Left Winger,21,Japan,Heart of Midl.,Premiership,,TRUE,End of loan 31/05/2020,Summer,0,0,0,0,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2019,2019,man city,heart of midl.,,left winger,heart of midl,man city
England,2019,Scotland,heart of midl.,manchester united,Manchester United,Premier League,Arrivals,Joel Pereira,https://www.transfermarkt.com/joel-pereira/profil/spieler/192611,Goalkeeper,23,Portugal,Heart of Midl.,Premiership,,TRUE,End of loan 31/05/2020,Summer,0,0,0,0,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2019,2019,man utd,heart of midl.,,goalkeeper,heart of midl,man utd
England,2019,Germany,hertha bsc,liverpool fc,Liverpool FC,Premier League,Arrivals,Marko Grujić,https://www.transfermarkt.com/marko-grujic/profil/spieler/222813,Defensive Midfield,23,Serbia,Hertha BSC,Bundesliga,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2019,2019,liverpool,hertha bsc,,defensive midfield,hertha bsc,liverpool
England,2019,Germany,hoffenheim,newcastle united,Newcastle United,Premier League,Arrivals,Joelinton,https://www.transfermarkt.com/joelinton/profil/spieler/333241,Central Midfield,22,Brazil,Hoffenheim,Bundesliga,43500000,FALSE,"",Summer,44,44,4,3119,https://www.transfermarkt.com/newcastle-united/startseite/verein/762/saison_id/2019,2019,newcastle,hoffenheim,,central midfield,hoffenheim,newcastle
England,2019,England,ipswich,wolverhampton wanderers,Wolverhampton Wanderers,Premier League,Arrivals,Will Norris,https://www.transfermarkt.com/will-norris/profil/spieler/285033,Goalkeeper,26,England,Ipswich,League One,,TRUE,End of loan 31/05/2020,Summer,0,0,0,0,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2019,2019,wolves,ipswich,,goalkeeper,ipswich,wolves
England,2019,Spain,jumilla,wolverhampton wanderers,Wolverhampton Wanderers,Premier League,Arrivals,Ming-Yang Yang,https://www.transfermarkt.com/ming-yang-yang/profil/spieler/184382,Defensive Midfield,23,China,Jumilla,2ª B - Grupo IV,,TRUE,End of loan 30/06/2019,Summer,0,0,0,0,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2019,2019,wolves,jumilla,,defensive midfield,jumilla,wolves
England,2019,Spain,jumilla,wolverhampton wanderers,Wolverhampton Wanderers,Premier League,Arrivals,Sylvain Deslandes,https://www.transfermarkt.com/sylvain-deslandes/profil/spieler/272621,Centre-Back,22,France,Jumilla,2ª B - Grupo IV,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2019,2019,wolves,jumilla,,centre-back,jumilla,wolves
England,2019,Italy,juventus,manchester city,Manchester City,Premier League,Arrivals,João Cancelo,https://www.transfermarkt.com/joao-cancelo/profil/spieler/182712,Right-Back,25,Portugal,Juventus,Serie A,6.5e+07,FALSE,"",Summer,53,33,1,2357,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2019,2019,man city,juventus,,right-back,juventus,man city
England,2019,Belgium,kv kortrijk,manchester united,Manchester United,Premier League,Arrivals,Joel Pereira,https://www.transfermarkt.com/joel-pereira/profil/spieler/192611,Goalkeeper,23,Portugal,KV Kortrijk,Jupiler Pro League,,TRUE,End of loan 30/06/2019,Summer,0,0,0,0,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2019,2019,man utd,kv kortrijk,,goalkeeper,kv kortrijk,man utd
England,2019,Italy,lazio,wolverhampton wanderers,Wolverhampton Wanderers,Premier League,Arrivals,Pedro Neto,https://www.transfermarkt.com/pedro-neto/profil/spieler/487465,Right Winger,19,Portugal,Lazio,Serie A,17900000,FALSE,"",Summer,52,44,5,1671,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2019,2019,wolves,lazio,,right winger,lazio,wolves
England,2019,Italy,lazio,wolverhampton wanderers,Wolverhampton Wanderers,Premier League,Arrivals,Bruno Jordão,https://www.transfermarkt.com/bruno-jordao/profil/spieler/415646,Defensive Midfield,20,Portugal,Lazio,Serie A,8900000,FALSE,"",Summer,19,4,1,131,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2019,2019,wolves,lazio,,defensive midfield,lazio,wolves
England,2019,England,leeds,tottenham hotspur,Tottenham Hotspur,Premier League,Arrivals,Jack Clarke,https://www.transfermarkt.com/jack-clarke/profil/spieler/559794,Left Winger,18,England,Leeds,Championship,1.1e+07,FALSE,"",Summer,,,,,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2019,2019,tottenham,leeds,,left winger,leeds,tottenham
England,2019,England,leicester,manchester united,Manchester United,Premier League,Arrivals,Harry Maguire,https://www.transfermarkt.com/harry-maguire/profil/spieler/177907,Centre-Back,26,England,Leicester,Premier League,8.7e+07,FALSE,"",Summer,57,55,3,4962,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2019,2019,man utd,leicester,0.510526315789474,centre-back,leicester,man utd
England,2019,England,liverpool u21,liverpool fc,Liverpool FC,Premier League,Arrivals,Nat Phillips,https://www.transfermarkt.com/nat-phillips/profil/spieler/371814,Centre-Back,22,England,Liverpool U21,Premier League 2,,FALSE,-,Summer,3,1,0,90,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2019,2019,liverpool,liverpool,,centre-back,liverpool,liverpool
England,2019,England,liverpool u21,liverpool fc,Liverpool FC,Premier League,Arrivals,Caoimhín Kelleher,https://www.transfermarkt.com/caoimhin-kelleher/profil/spieler/340918,Goalkeeper,20,Ireland,Liverpool U21,Premier League 2,,FALSE,-,Summer,16,4,0,360,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2019,2019,liverpool,liverpool,,goalkeeper,liverpool,liverpool
England,2019,England,middlesbrough,liverpool fc,Liverpool FC,Premier League,Arrivals,Andy Lonergan,https://www.transfermarkt.com/andy-lonergan/profil/spieler/14044,Goalkeeper,35,England,Middlesbrough,Championship,0,FALSE,"",Summer,8,0,0,0,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2019,2019,liverpool,middlesbrough,,goalkeeper,middlesbrough,liverpool
England,2019,Belgium,mouscron,liverpool fc,Liverpool FC,Premier League,Arrivals,Taiwo Awoniyi,https://www.transfermarkt.com/taiwo-awoniyi/profil/spieler/295313,Centre-Forward,21,Nigeria,Mouscron,Jupiler Pro League,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2019,2019,liverpool,mouscron,,centre-forward,mouscron,liverpool
England,2019,Netherlands,pec zwolle,liverpool fc,Liverpool FC,Premier League,Arrivals,Sepp van den Berg,https://www.transfermarkt.com/sepp-van-den-berg/profil/spieler/541231,Centre-Back,17,Netherlands,PEC Zwolle,Eredivisie,1900000,FALSE,"",Summer,5,4,0,271,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2019,2019,liverpool,pec zwolle,,centre-back,pec zwolle,liverpool
England,2019,Scotland,rangers,liverpool fc,Liverpool FC,Premier League,Arrivals,Sheyi Ojo,https://www.transfermarkt.com/sheyi-ojo/profil/spieler/236510,Right Winger,22,England,Rangers,Premiership,,TRUE,End of loan 31/05/2020,Summer,0,0,0,0,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2019,2019,liverpool,rangers,,right winger,rangers,liverpool
England,2019,England,southampton,liverpool fc,Liverpool FC,Premier League,Arrivals,Danny Ings,https://www.transfermarkt.com/danny-ings/profil/spieler/134294,Centre-Forward,26,England,Southampton,Premier League,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2019,2019,liverpool,southampton,0.342105263157895,centre-forward,southampton,liverpool
England,2019,France,stade reims,liverpool fc,Liverpool FC,Premier League,Arrivals,Sheyi Ojo,https://www.transfermarkt.com/sheyi-ojo/profil/spieler/236510,Right Winger,22,England,Stade Reims,Ligue 1,,TRUE,End of loan 30/06/2019,Summer,0,0,0,0,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2019,2019,liverpool,stade reims,,right winger,stade reims,liverpool
England,2019,England,west ham,liverpool fc,Liverpool FC,Premier League,Arrivals,Adrián,https://www.transfermarkt.com/adrian/profil/spieler/71271,Goalkeeper,32,Spain,West Ham,Premier League,0,FALSE,"",Summer,53,18,0,1563,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2019,2019,liverpool,west ham,0.389473684210526,goalkeeper,west ham,liverpool
England,2019,France,lyon,tottenham hotspur,Tottenham Hotspur,Premier League,Arrivals,Tanguy Ndombélé,https://www.transfermarkt.com/tanguy-ndombele/profil/spieler/450936,Central Midfield,22,France,Lyon,Ligue 1,6.2e+07,FALSE,"",Summer,37,29,2,1447,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2019,2019,tottenham,lyon,,central midfield,lyon,tottenham
England,2019,England,man city u21,manchester city,Manchester City,Premier League,Arrivals,Lukas Nmecha,https://www.transfermarkt.com/lukas-nmecha/profil/spieler/314288,Centre-Forward,20,Germany,Man City U21,Premier League 2,,FALSE,-,Summer,,,,,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2019,2019,man city,man city,,centre-forward,man city,man city
England,2019,England,man city u21,manchester city,Manchester City,Premier League,Arrivals,Erik Palmer-Brown,https://www.transfermarkt.com/erik-palmer-brown/profil/spieler/282199,Centre-Back,22,United States,Man City U21,Premier League 2,,FALSE,-,Summer,,,,,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2019,2019,man city,man city,,centre-back,man city,man city
England,2019,England,man city u21,manchester city,Manchester City,Premier League,Arrivals,Eric García,https://www.transfermarkt.com/eric-garcia/profil/spieler/466794,Centre-Back,18,Spain,Man City U21,Premier League 2,,FALSE,-,Summer,36,20,0,1420,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2019,2019,man city,man city,,centre-back,man city,man city
England,2019,Australia,melbourne city,manchester city,Manchester City,Premier League,Arrivals,Luke Brattan,https://www.transfermarkt.com/luke-brattan/profil/spieler/114365,Defensive Midfield,29,Australia,Melbourne City,A-League Men,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2019,2019,man city,melbourne city,,defensive midfield,melbourne city,man city
England,2019,England,nott'm forest,manchester city,Manchester City,Premier League,Arrivals,Arijanet Murić,https://www.transfermarkt.com/arijanet-muric/profil/spieler/371021,Goalkeeper,21,Kosovo,Nott'm Forest,Championship,,TRUE,End of loan 31/05/2020,Summer,0,0,0,0,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2019,2019,man city,nott'm forest,,goalkeeper,nottm forest,man city
England,2019,Netherlands,psv,manchester city,Manchester City,Premier League,Arrivals,Angeliño,https://www.transfermarkt.com/angelino/profil/spieler/277179,Left-Back,22,Spain,PSV,Eredivisie,1.2e+07,FALSE,"",Summer,25,12,0,893,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2019,2019,man city,psv,,left-back,psv,man city
England,2019,Mexico,santos laguna,manchester city,Manchester City,Premier League,Arrivals,Marlos Moreno,https://www.transfermarkt.com/marlos-moreno/profil/spieler/345654,Left Winger,22,Colombia,Santos Laguna,Liga MX Apertura,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2019,2019,man city,santos laguna,,left winger,santos laguna,man city
England,2019,Spain,sd huesca,manchester city,Manchester City,Premier League,Arrivals,Yangel Herrera,https://www.transfermarkt.com/yangel-herrera/profil/spieler/378293,Central Midfield,21,Venezuela,SD Huesca,LaLiga,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2019,2019,man city,sd huesca,,central midfield,sd huesca,man city
England,2019,Australia,sydney fc,manchester city,Manchester City,Premier League,Arrivals,Anthony Cáceres,https://www.transfermarkt.com/anthony-caceres/profil/spieler/226739,Attacking Midfield,26,Australia,Sydney FC,A-League Men,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2019,2019,man city,sydney fc,,attacking midfield,sydney fc,man city
England,2019,France,toulouse,manchester city,Manchester City,Premier League,Arrivals,Manu García,https://www.transfermarkt.com/manu-garcia/profil/spieler/277118,Attacking Midfield,21,Spain,Toulouse,Ligue 1,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2019,2019,man city,toulouse,,attacking midfield,toulouse,man city
England,2019,England,man utd u18,manchester united,Manchester United,Premier League,Arrivals,Brandon Williams,https://www.transfermarkt.com/brandon-williams/profil/spieler/507700,Left-Back,18,England,Man Utd U18,U18 Premier League,,FALSE,-,Summer,50,36,1,2441,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2019,2019,man utd,man utd,,left-back,man utd,man utd
England,2019,England,man utd u18,manchester united,Manchester United,Premier League,Arrivals,Mason Greenwood,https://www.transfermarkt.com/mason-greenwood/profil/spieler/532826,Right Winger,17,England,Man Utd U18,U18 Premier League,,FALSE,-,Summer,58,49,17,2594,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2019,2019,man utd,man utd,,right winger,man utd,man utd
England,2019,England,man utd u21,manchester united,Manchester United,Premier League,Arrivals,Tahith Chong,https://www.transfermarkt.com/tahith-chong/profil/spieler/344830,Attacking Midfield,19,Curacao,Man Utd U21,Premier League 2,,FALSE,-,Summer,21,12,0,467,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2019,2019,man utd,man utd,,attacking midfield,man utd,man utd
England,2019,England,man utd u21,manchester united,Manchester United,Premier League,Arrivals,Angel Gomes,https://www.transfermarkt.com/angel-gomes/profil/spieler/392770,Attacking Midfield,18,England,Man Utd U21,Premier League 2,,FALSE,-,Summer,10,6,0,291,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2019,2019,man utd,man utd,,attacking midfield,man utd,man utd
England,2019,England,oldham athletic,manchester united,Manchester United,Premier League,Arrivals,Cameron Borthwick-Jackson,https://www.transfermarkt.com/cameron-borthwick-jackson/profil/spieler/258879,Left-Back,23,England,Oldham Athletic,League Two,,TRUE,End of loan 31/05/2020,Summer,0,0,0,0,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2019,2019,man utd,oldham athletic,,left-back,oldham athletic,man utd
England,2019,Wales,swansea,manchester united,Manchester United,Premier League,Arrivals,Daniel James,https://www.transfermarkt.com/daniel-james/profil/spieler/319301,Right Winger,21,Wales,Swansea,Championship,17800000,FALSE,"",Summer,54,46,4,3006,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2019,2019,man utd,swansea,,right winger,swansea,man utd
England,2019,England,millwall,west ham united,West Ham United,Premier League,Arrivals,David Martin,https://www.transfermarkt.com/david-martin/profil/spieler/15930,Goalkeeper,33,England,Millwall,Championship,0,FALSE,"",Summer,14,5,0,435,https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2019,2019,west ham,millwall,,goalkeeper,millwall,west ham
England,2019,Monaco,monaco,tottenham hotspur,Tottenham Hotspur,Premier League,Arrivals,Georges-Kevin N'Koudou,https://www.transfermarkt.com/georges-kevin-nkoudou/profil/spieler/215679,Left Winger,24,Cameroon,Monaco,Ligue 1,,TRUE,End of loan 30/06/2019,Summer,1,1,0,2,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2019,2019,tottenham,monaco,,left winger,monaco,tottenham
England,2019,Scotland,motherwell fc,newcastle united,Newcastle United,Premier League,Arrivals,Rolando Aarons,https://www.transfermarkt.com/rolando-aarons/profil/spieler/258188,Left Winger,24,Jamaica,Motherwell FC,Premiership,,TRUE,End of loan 31/05/2020,Summer,0,0,0,0,https://www.transfermarkt.com/newcastle-united/startseite/verein/762/saison_id/2019,2019,newcastle,motherwell fc,,left winger,motherwell fc,newcastle
