country,season,seller_clean,buyer_clean,buyer_raw,team_name,league,transfer_type,player_name,player_url,player_position,player_age,player_nationality,club_2,league_2,country_2,transfer_fee,is_loan,transfer_notes,window,in_squad,appearances,goals,minutes_played,team_url,season_start,pos_clean,is_rival
France,2018,sm caen,stade rennais,stade rennais fc,Stade Rennais FC,Ligue 1,Arrivals,Damien Da Silva,https://www.transfermarkt.com/damien-da-silva/profil/spieler/57370,Centre-Back,30,France,SM Caen,Ligue 1,France,0,FALSE,"",Summer,50,49,3,4375,https://www.transfermarkt.com/fc-stade-rennes/startseite/verein/273/saison_id/2018,2018,centre-back,FALSE
France,2018,southampton,Lille,losc lille,LOSC Lille,Ligue 1,Arrivals,Jérémy Pied,https://www.transfermarkt.com/jeremy-pied/profil/spieler/60583,Right-Back,29,France,Southampton,Premier League,England,0,FALSE,"",Summer,28,13,0,616,https://www.transfermarkt.com/losc-lille/startseite/verein/1082/saison_id/2018,2018,right-back,FALSE
France,2018,stade reims,stade rennais,stade rennais fc,Stade Rennais FC,Ligue 1,Arrivals,Jordan,https://www.transfermarkt.com/jordan/profil/spieler/355369,Centre-Forward,22,United States,Stade Reims,Ligue 1,France,9e+06,FALSE,"",Summer,29,23,7,1041,https://www.transfermarkt.com/fc-stade-rennes/startseite/verein/273/saison_id/2018,2018,centre-forward,TRUE
France,2018,stade rennais,toulouse,fc toulouse,FC Toulouse,Ligue 1,Arrivals,Firmin Mubele,https://www.transfermarkt.com/firmin-mubele/profil/spieler/265504,Centre-Forward,24,DR Congo,Stade Rennais,Ligue 1,France,5e+06,FALSE,"",Summer,29,17,1,573,https://www.transfermarkt.com/fc-toulouse/startseite/verein/415/saison_id/2018,2018,centre-forward,FALSE
France,2018,torino,Monaco,as monaco,AS Monaco,Ligue 1,Arrivals,Antonio Barreca,https://www.transfermarkt.com/antonio-barreca/profil/spieler/241889,Left-Back,23,Italy,Torino,Serie A,Italy,1e+07,FALSE,"",Summer,15,9,0,761,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2018,2018,left-back,FALSE
France,2018,udinese,fc nantes,fc nantes,FC Nantes,Ligue 1,Arrivals,Lucas Evangelista,https://www.transfermarkt.com/lucas-evangelista/profil/spieler/270188,Central Midfield,23,Brazil,Udinese,Serie A,Italy,3e+06,FALSE,"",Summer,32,19,1,1044,https://www.transfermarkt.com/fc-nantes/startseite/verein/995/saison_id/2018,2018,central midfield,FALSE
France,2019,alavés,Monaco,as monaco,AS Monaco,Ligue 1,Arrivals,Guillermo Maripán,https://www.transfermarkt.com/guillermo-maripan/profil/spieler/249730,Centre-Back,25,Chile,Alavés,LaLiga,Spain,1.8e+07,FALSE,"",Summer,30,24,2,2116,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2019,2019,centre-back,FALSE
France,2019,angers sco,Lyon,olympique lyon,Olympique Lyon,Ligue 1,Arrivals,Jeff Reine-Adélaïde,https://www.transfermarkt.com/jeff-reine-adelaide/profil/spieler/326300,Attacking Midfield,21,France,Angers SCO,Ligue 1,France,2.5e+07,FALSE,"",Summer,26,22,2,1115,https://www.transfermarkt.com/olympique-lyon/startseite/verein/1041/saison_id/2019,2019,attacking midfield,FALSE
France,2019,angers sco,stade rennais,stade rennais fc,Stade Rennais FC,Ligue 1,Arrivals,Flavien Tait,https://www.transfermarkt.com/flavien-tait/profil/spieler/202278,Central Midfield,26,France,Angers SCO,Ligue 1,France,9e+06,FALSE,"",Summer,33,26,2,1673,https://www.transfermarkt.com/fc-stade-rennes/startseite/verein/273/saison_id/2019,2019,central midfield,TRUE
France,2019,atlético,Monaco,as monaco,AS Monaco,Ligue 1,Arrivals,Gelson Martins,https://www.transfermarkt.com/gelson-martins/profil/spieler/257448,Right Winger,24,Portugal,Atlético,LaLiga,Spain,3e+07,FALSE,"",Summer,24,23,4,1862,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2019,2019,right winger,FALSE
France,2019,bayern munich,Lille,losc lille,LOSC Lille,Ligue 1,Arrivals,Renato Sanches,https://www.transfermarkt.com/renato-sanches/profil/spieler/258027,Central Midfield,22,Portugal,Bayern Munich,Bundesliga,Germany,2e+07,FALSE,"",Summer,31,30,4,1972,https://www.transfermarkt.com/losc-lille/startseite/verein/1082/saison_id/2019,2019,central midfield,FALSE
France,2019,dijon,fc nantes,fc nantes,FC Nantes,Ligue 1,Arrivals,Mehdi Abeid,https://www.transfermarkt.com/mehdi-abeid/profil/spieler/111036,Central Midfield,26,Algeria,Dijon,Ligue 1,France,0,FALSE,"",Summer,30,29,3,2112,https://www.transfermarkt.com/fc-nantes/startseite/verein/995/saison_id/2019,2019,central midfield,TRUE
France,2019,dijon,toulouse,fc toulouse,FC Toulouse,Ligue 1,Arrivals,Wesley Saïd,https://www.transfermarkt.com/wesley-said/profil/spieler/182916,Centre-Forward,24,France,Dijon,Ligue 1,France,8e+06,FALSE,"",Summer,24,24,2,1198,https://www.transfermarkt.com/fc-toulouse/startseite/verein/415/saison_id/2019,2019,centre-forward,FALSE
France,2019,dortmund,PSG,paris saint-germain,Paris Saint-Germain,Ligue 1,Arrivals,Abdou Diallo,https://www.transfermarkt.com/abdou-diallo/profil/spieler/229005,Centre-Back,23,Senegal,Dortmund,Bundesliga,Germany,3.2e+07,FALSE,"",Summer,35,23,0,1588,https://www.transfermarkt.com/fc-paris-saint-germain/startseite/verein/583/saison_id/2019,2019,centre-back,FALSE
France,2019,everton,Monaco,as monaco,AS Monaco,Ligue 1,Arrivals,Henry Onyekuru,https://www.transfermarkt.com/henry-onyekuru/profil/spieler/380415,Left Winger,22,Nigeria,Everton,Premier League,England,13500000,FALSE,"",Summer,9,4,0,160,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2019,2019,left winger,FALSE
France,2019,everton,PSG,paris saint-germain,Paris Saint-Germain,Ligue 1,Arrivals,Idrissa Gueye,https://www.transfermarkt.com/idrissa-gueye/profil/spieler/126665,Defensive Midfield,29,Senegal,Everton,Premier League,England,3e+07,FALSE,"",Summer,37,34,1,2645,https://www.transfermarkt.com/fc-paris-saint-germain/startseite/verein/583/saison_id/2019,2019,defensive midfield,FALSE
France,2019,fc nantes,Lyon,olympique lyon,Olympique Lyon,Ligue 1,Arrivals,Ciprian Tătărușanu,https://www.transfermarkt.com/ciprian-tatarusanu/profil/spieler/55282,Goalkeeper,33,Romania,FC Nantes,Ligue 1,France,0,FALSE,"",Summer,43,6,0,540,https://www.transfermarkt.com/olympique-lyon/startseite/verein/1041/saison_id/2019,2019,goalkeeper,FALSE
France,2019,fc nantes,Marseille,olympique marseille,Olympique Marseille,Ligue 1,Arrivals,Valentin Rongier,https://www.transfermarkt.com/valentin-rongier/profil/spieler/332889,Central Midfield,24,France,FC Nantes,Ligue 1,France,1.3e+07,FALSE,"",Summer,29,28,0,2225,https://www.transfermarkt.com/olympique-marseille/startseite/verein/244/saison_id/2019,2019,central midfield,FALSE
France,2019,levante,r. strasbourg,rc strasbourg alsace,RC Strasbourg Alsace,Ligue 1,Arrivals,Sanjin Prcic,https://www.transfermarkt.com/sanjin-prcic/profil/spieler/125783,Central Midfield,25,Bosnia-Herzegovina,Levante,LaLiga,Spain,1e+06,FALSE,"",Summer,8,4,0,98,https://www.transfermarkt.com/rc-strassburg-alsace/startseite/verein/667/saison_id/2019,2019,central midfield,FALSE
France,2019,lille,Lyon,olympique lyon,Olympique Lyon,Ligue 1,Arrivals,Thiago Mendes,https://www.transfermarkt.com/thiago-mendes/profil/spieler/135617,Defensive Midfield,27,Brazil,Lille,Ligue 1,France,2.2e+07,FALSE,"",Summer,39,37,0,2701,https://www.transfermarkt.com/olympique-lyon/startseite/verein/1041/saison_id/2019,2019,defensive midfield,FALSE
France,2019,lille,Lyon,olympique lyon,Olympique Lyon,Ligue 1,Arrivals,Youssouf Koné,https://www.transfermarkt.com/youssouf-kone/profil/spieler/274484,Left-Back,23,Mali,Lille,Ligue 1,France,9e+06,FALSE,"",Summer,18,16,0,1213,https://www.transfermarkt.com/olympique-lyon/startseite/verein/1041/saison_id/2019,2019,left-back,FALSE
France,2019,lyon,stade rennais,stade rennais fc,Stade Rennais FC,Ligue 1,Arrivals,Jérémy Morel,https://www.transfermarkt.com/jeremy-morel/profil/spieler/23960,Left-Back,35,Madagascar,Lyon,Ligue 1,France,0,FALSE,"",Summer,31,28,2,2466,https://www.transfermarkt.com/fc-stade-rennes/startseite/verein/273/saison_id/2019,2019,left-back,TRUE
France,2019,man utd,PSG,paris saint-germain,Paris Saint-Germain,Ligue 1,Arrivals,Ander Herrera,https://www.transfermarkt.com/ander-herrera/profil/spieler/99343,Central Midfield,29,Spain,Man Utd,Premier League,England,0,FALSE,"",Summer,28,22,1,1285,https://www.transfermarkt.com/fc-paris-saint-germain/startseite/verein/583/saison_id/2019,2019,central midfield,FALSE
France,2019,monaco,Nice,ogc nice,OGC Nice,Ligue 1,Arrivals,Khéphren Thuram,https://www.transfermarkt.com/khephren-thuram/profil/spieler/463618,Central Midfield,18,France,Monaco,Ligue 1,Monaco,0,FALSE,"",Summer,24,16,0,666,https://www.transfermarkt.com/ogc-nizza/startseite/verein/417/saison_id/2019,2019,central midfield,FALSE
France,2019,monaco,stade brestois,stade brestois 29,Stade Brestois 29,Ligue 1,Arrivals,Ibrahima Diallo,https://www.transfermarkt.com/ibrahima-diallo/profil/spieler/413032,Defensive Midfield,20,France,Monaco,Ligue 1,Monaco,2e+06,FALSE,"",Summer,23,22,0,1787,https://www.transfermarkt.com/stade-brest-29/startseite/verein/3911/saison_id/2019,2019,defensive midfield,FALSE
France,2019,monaco,stade brestois,stade brestois 29,Stade Brestois 29,Ligue 1,Arrivals,Irvin Cardona,https://www.transfermarkt.com/irvin-cardona/profil/spieler/342226,Centre-Forward,22,Malta,Monaco,Ligue 1,Monaco,1500000,FALSE,"",Summer,25,23,7,1660,https://www.transfermarkt.com/stade-brest-29/startseite/verein/3911/saison_id/2019,2019,centre-forward,FALSE
France,2019,montpellier,Monaco,as monaco,AS Monaco,Ligue 1,Arrivals,Benjamin Lecomte,https://www.transfermarkt.com/benjamin-lecomte/profil/spieler/127181,Goalkeeper,28,France,Montpellier,Ligue 1,France,13500000,FALSE,"",Summer,33,32,0,2880,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2019,2019,goalkeeper,FALSE
France,2019,montpellier,Monaco,as monaco,AS Monaco,Ligue 1,Arrivals,Ruben Aguilar,https://www.transfermarkt.com/ruben-aguilar/profil/spieler/203746,Right-Back,26,France,Montpellier,Ligue 1,France,8e+06,FALSE,"",Summer,28,23,1,1416,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2019,2019,right-back,FALSE
France,2019,montpellier,stade brestois,stade brestois 29,Stade Brestois 29,Ligue 1,Arrivals,Paul Lasne,https://www.transfermarkt.com/paul-lasne/profil/spieler/93726,Central Midfield,30,France,Montpellier,Ligue 1,France,0,FALSE,"",Summer,26,20,2,1319,https://www.transfermarkt.com/stade-brest-29/startseite/verein/3911/saison_id/2019,2019,central midfield,FALSE
France,2019,nice,stade brestois,stade brestois 29,Stade Brestois 29,Ligue 1,Arrivals,Romain Perraud,https://www.transfermarkt.com/romain-perraud/profil/spieler/318523,Left-Back,21,France,Nice,Ligue 1,France,2e+06,FALSE,"",Summer,29,24,0,2059,https://www.transfermarkt.com/stade-brest-29/startseite/verein/3911/saison_id/2019,2019,left-back,FALSE
France,2019,nîmes olympique,angers sco,angers sco,Angers SCO,Ligue 1,Arrivals,Sada Thioub,https://www.transfermarkt.com/sada-thioub/profil/spieler/290593,Right Winger,24,Senegal,Nîmes Olympique,Ligue 1,France,3500000,FALSE,"",Summer,28,26,3,1697,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2019,2019,right winger,FALSE
France,2019,nîmes olympique,angers sco,angers sco,Angers SCO,Ligue 1,Arrivals,Antonin Bobichon,https://www.transfermarkt.com/antonin-bobichon/profil/spieler/344575,Central Midfield,23,France,Nîmes Olympique,Ligue 1,France,1500000,FALSE,"",Summer,26,15,2,923,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2019,2019,central midfield,FALSE
France,2019,nîmes olympique,angers sco,angers sco,Angers SCO,Ligue 1,Arrivals,Rachid Alioui,https://www.transfermarkt.com/rachid-alioui/profil/spieler/193130,Centre-Forward,27,Morocco,Nîmes Olympique,Ligue 1,France,0,FALSE,"",Summer,31,31,7,1730,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2019,2019,centre-forward,FALSE
France,2019,paradou ac,Nice,ogc nice,OGC Nice,Ligue 1,Arrivals,Hicham Boudaoui,https://www.transfermarkt.com/hicham-boudaoui/profil/spieler/560593,Central Midfield,19,Algeria,Paradou AC,Ligue 1,Algeria,4e+06,FALSE,"",Summer,18,13,2,762,https://www.transfermarkt.com/ogc-nizza/startseite/verein/417/saison_id/2019,2019,central midfield,FALSE
France,2019,paradou ac,angers sco,angers sco,Angers SCO,Ligue 1,Arrivals,Haithem Loucif,https://www.transfermarkt.com/haithem-loucif/profil/spieler/550862,Right-Back,23,Algeria,Paradou AC,Ligue 1,Algeria,,FALSE,?,Summer,0,0,0,0,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2019,2019,right-back,FALSE
France,2019,psg,Lille,losc lille,LOSC Lille,Ligue 1,Arrivals,Timothy Weah,https://www.transfermarkt.com/timothy-weah/profil/spieler/370846,Right Winger,19,United States,PSG,Ligue 1,France,1e+07,FALSE,"",Summer,3,3,0,84,https://www.transfermarkt.com/losc-lille/startseite/verein/1082/saison_id/2019,2019,right winger,FALSE
France,2019,psg,Monaco,as monaco,AS Monaco,Ligue 1,Arrivals,Arthur Zagré,https://www.transfermarkt.com/arthur-zagre/profil/spieler/536477,Left-Back,17,France,PSG,Ligue 1,France,1e+07,FALSE,"",Summer,13,3,0,110,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2019,2019,left-back,FALSE
France,2019,psg,Nice,ogc nice,OGC Nice,Ligue 1,Arrivals,Stanley Nsoki,https://www.transfermarkt.com/stanley-nsoki/profil/spieler/371141,Centre-Back,20,France,PSG,Ligue 1,France,12500000,FALSE,"",Summer,24,20,0,1520,https://www.transfermarkt.com/ogc-nizza/startseite/verein/417/saison_id/2019,2019,centre-back,FALSE
France,2019,r. strasbourg,stade rennais,stade rennais fc,Stade Rennais FC,Ligue 1,Arrivals,Jonas Martin,https://www.transfermarkt.com/jonas-martin/profil/spieler/127142,Defensive Midfield,29,France,R. Strasbourg,Ligue 1,France,4e+06,FALSE,"",Summer,7,5,0,272,https://www.transfermarkt.com/fc-stade-rennes/startseite/verein/273/saison_id/2019,2019,defensive midfield,FALSE
France,2019,real madrid,PSG,paris saint-germain,Paris Saint-Germain,Ligue 1,Arrivals,Keylor Navas,https://www.transfermarkt.com/keylor-navas/profil/spieler/79422,Goalkeeper,32,Costa Rica,Real Madrid,LaLiga,Spain,1.5e+07,FALSE,"",Summer,37,35,0,3169,https://www.transfermarkt.com/fc-paris-saint-germain/startseite/verein/583/saison_id/2019,2019,goalkeeper,FALSE
France,2019,saint-étienne,fc metz,fc metz,FC Metz,Ligue 1,Arrivals,Habib Maïga,https://www.transfermarkt.com/habib-maiga/profil/spieler/293944,Defensive Midfield,23,Cote d'Ivoire,Saint-Étienne,Ligue 1,France,1e+06,FALSE,"",Summer,28,27,1,2300,https://www.transfermarkt.com/fc-metz/startseite/verein/347/saison_id/2019,2019,defensive midfield,TRUE
France,2019,sampdoria,Lyon,olympique lyon,Olympique Lyon,Ligue 1,Arrivals,Joachim Andersen,https://www.transfermarkt.com/joachim-andersen/profil/spieler/260827,Centre-Back,23,Denmark,Sampdoria,Serie A,Italy,2.4e+07,FALSE,"",Summer,47,32,2,2427,https://www.transfermarkt.com/olympique-lyon/startseite/verein/1041/saison_id/2019,2019,centre-back,FALSE
France,2019,sevilla fc,Monaco,as monaco,AS Monaco,Ligue 1,Arrivals,Wissam Ben Yedder,https://www.transfermarkt.com/wissam-ben-yedder/profil/spieler/146854,Centre-Forward,29,France,Sevilla FC,LaLiga,Spain,4e+07,FALSE,"",Summer,31,31,19,2455,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2019,2019,centre-forward,FALSE
France,2019,sevilla fc,PSG,paris saint-germain,Paris Saint-Germain,Ligue 1,Arrivals,Pablo Sarabia,https://www.transfermarkt.com/pablo-sarabia/profil/spieler/74230,Right Winger,27,Spain,Sevilla FC,LaLiga,Spain,1.8e+07,FALSE,"",Summer,47,40,14,2410,https://www.transfermarkt.com/fc-paris-saint-germain/startseite/verein/583/saison_id/2019,2019,right winger,FALSE
France,2019,stade reims,stade rennais,stade rennais fc,Stade Rennais FC,Ligue 1,Arrivals,Edouard Mendy,https://www.transfermarkt.com/edouard-mendy/profil/spieler/442531,Goalkeeper,27,Senegal,Stade Reims,Ligue 1,France,7600000,FALSE,"",Summer,36,33,0,2945,https://www.transfermarkt.com/fc-stade-rennes/startseite/verein/273/saison_id/2019,2019,goalkeeper,TRUE
France,2019,stade rennais,Lille,losc lille,LOSC Lille,Ligue 1,Arrivals,Benjamin André,https://www.transfermarkt.com/benjamin-andre/profil/spieler/84301,Defensive Midfield,28,France,Stade Rennais,Ligue 1,France,7e+06,FALSE,"",Summer,36,36,2,2819,https://www.transfermarkt.com/losc-lille/startseite/verein/1082/saison_id/2019,2019,defensive midfield,FALSE
France,2019,stade rennais,stade brestois,stade brestois 29,Stade Brestois 29,Ligue 1,Arrivals,Ludovic Baal,https://www.transfermarkt.com/ludovic-baal/profil/spieler/39913,Left-Back,33,French Guiana,Stade Rennais,Ligue 1,France,0,FALSE,"",Summer,26,11,0,825,https://www.transfermarkt.com/stade-brest-29/startseite/verein/3911/saison_id/2019,2019,left-back,FALSE
France,2019,torino,stade rennais,stade rennais fc,Stade Rennais FC,Ligue 1,Arrivals,M'Baye Niang,https://www.transfermarkt.com/mbaye-niang/profil/spieler/157501,Centre-Forward,24,Senegal,Torino,Serie A,Italy,1.5e+07,FALSE,"",Summer,38,36,15,2882,https://www.transfermarkt.com/fc-stade-rennes/startseite/verein/273/saison_id/2019,2019,centre-forward,FALSE
France,2019,toulouse,stade rennais,stade rennais fc,Stade Rennais FC,Ligue 1,Arrivals,Hakim El Mokeddem,https://www.transfermarkt.com/hakim-el-mokeddem/profil/spieler/354232,Attacking Midfield,20,France,Toulouse,Ligue 1,France,0,FALSE,"",Summer,,,,,https://www.transfermarkt.com/fc-stade-rennes/startseite/verein/273/saison_id/2019,2019,attacking midfield,FALSE
France,2019,udinese,fc nantes,fc nantes,FC Nantes,Ligue 1,Arrivals,Molla Wagué,https://www.transfermarkt.com/molla-wague/profil/spieler/129893,Centre-Back,28,Mali,Udinese,Serie A,Italy,1200000,FALSE,"",Summer,28,11,0,862,https://www.transfermarkt.com/fc-nantes/startseite/verein/995/saison_id/2019,2019,centre-back,FALSE
France,2020,ac milan,Lyon,olympique lyon,Olympique Lyon,Ligue 1,Arrivals,Lucas Paquetá,https://www.transfermarkt.com/lucas-paqueta/profil/spieler/444523,Attacking Midfield,23,Brazil,AC Milan,Serie A,Italy,2.3e+07,FALSE,"",Summer,35,34,10,2547,https://www.transfermarkt.com/olympique-lyon/startseite/verein/1041/saison_id/2020,2020,attacking midfield,FALSE
France,2020,angers sco,fc metz,fc metz,FC Metz,Ligue 1,Arrivals,Vincent Pajot,https://www.transfermarkt.com/vincent-pajot/profil/spieler/126699,Defensive Midfield,29,France,Angers SCO,Ligue 1,France,7e+05,FALSE,"",Summer,13,13,0,942,https://www.transfermarkt.com/fc-metz/startseite/verein/347/saison_id/2020,2020,defensive midfield,FALSE
France,2020,arm. bielefeld,Lens,rc lens,RC Lens,Ligue 1,Arrivals,Jonathan Clauss,https://www.transfermarkt.com/jonathan-clauss/profil/spieler/175639,Right-Back,27,France,Arm. Bielefeld,Bundesliga,Germany,0,FALSE,"",Summer,39,34,3,2600,https://www.transfermarkt.com/rc-lens/startseite/verein/826/saison_id/2020,2020,right-back,FALSE
France,2020,atlético,Monaco,as monaco,AS Monaco,Ligue 1,Arrivals,Caio Henrique,https://www.transfermarkt.com/caio-henrique/profil/spieler/420064,Left-Back,23,Brazil,Atlético,LaLiga,Spain,8e+06,FALSE,"",Summer,38,36,0,2596,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2020,2020,left-back,FALSE
France,2020,barcelona,PSG,paris saint-germain,Paris Saint-Germain,Ligue 1,Arrivals,Rafinha,https://www.transfermarkt.com/rafinha/profil/spieler/129473,Attacking Midfield,27,Brazil,Barcelona,LaLiga,Spain,1500000,FALSE,"",Summer,43,34,0,1648,https://www.transfermarkt.com/fc-paris-saint-germain/startseite/verein/583/saison_id/2020,2020,attacking midfield,FALSE
France,2020,dijon,stade rennais,stade rennais fc,Stade Rennais FC,Ligue 1,Arrivals,Alfred Gomis,https://www.transfermarkt.com/alfred-gomis/profil/spieler/163568,Goalkeeper,27,Senegal,Dijon,Ligue 1,France,1e+07,FALSE,"",Summer,32,27,0,2430,https://www.transfermarkt.com/fc-stade-rennes/startseite/verein/273/saison_id/2020,2020,goalkeeper,FALSE
France,2020,dijon,stade rennais,stade rennais fc,Stade Rennais FC,Ligue 1,Arrivals,Nayef Aguerd,https://www.transfermarkt.com/nayef-aguerd/profil/spieler/361914,Centre-Back,24,Morocco,Dijon,Ligue 1,France,4e+06,FALSE,"",Summer,40,40,3,3481,https://www.transfermarkt.com/fc-stade-rennes/startseite/verein/273/saison_id/2020,2020,centre-back,FALSE
France,2020,everton,Nice,ogc nice,OGC Nice,Ligue 1,Arrivals,Morgan Schneiderlin,https://www.transfermarkt.com/morgan-schneiderlin/profil/spieler/56818,Defensive Midfield,30,France,Everton,Premier League,England,2230000,FALSE,"",Summer,37,35,0,2782,https://www.transfermarkt.com/ogc-nizza/startseite/verein/417/saison_id/2020,2020,defensive midfield,FALSE
France,2020,fc lorient,angers sco,angers sco,Angers SCO,Ligue 1,Arrivals,Jimmy Cabot,https://www.transfermarkt.com/jimmy-cabot/profil/spieler/206912,Right Midfield,26,France,FC Lorient,Ligue 1,France,0,FALSE,"",Summer,26,23,1,1000,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2020,2020,right midfield,TRUE
France,2020,fc metz,r. strasbourg,rc strasbourg alsace,RC Strasbourg Alsace,Ligue 1,Arrivals,Habib Diallo,https://www.transfermarkt.com/habib-diallo/profil/spieler/344888,Centre-Forward,25,Senegal,FC Metz,Ligue 1,France,1e+07,FALSE,"",Summer,33,32,9,2333,https://www.transfermarkt.com/rc-strassburg-alsace/startseite/verein/667/saison_id/2020,2020,centre-forward,FALSE
France,2020,g. bordeaux,angers sco,angers sco,Angers SCO,Ligue 1,Arrivals,Paul Bernardoni,https://www.transfermarkt.com/paul-bernardoni/profil/spieler/318507,Goalkeeper,23,France,G. Bordeaux,Ligue 1,France,7500000,FALSE,"",Summer,38,38,0,3420,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2020,2020,goalkeeper,TRUE
France,2020,inter,PSG,paris saint-germain,Paris Saint-Germain,Ligue 1,Arrivals,Mauro Icardi,https://www.transfermarkt.com/mauro-icardi/profil/spieler/68863,Centre-Forward,27,Argentina,Inter,Serie A,Italy,5e+07,FALSE,"",Summer,32,28,13,1741,https://www.transfermarkt.com/fc-paris-saint-germain/startseite/verein/583/saison_id/2020,2020,centre-forward,FALSE
France,2020,leeds,fc nantes,fc nantes,FC Nantes,Ligue 1,Arrivals,Jean-Kévin Augustin,https://www.transfermarkt.com/jean-kevin-augustin/profil/spieler/264956,Centre-Forward,23,France,Leeds,Premier League,England,0,FALSE,"",Summer,6,3,0,34,https://www.transfermarkt.com/fc-nantes/startseite/verein/995/saison_id/2020,2020,centre-forward,FALSE
France,2020,levante,fc nantes,fc nantes,FC Nantes,Ligue 1,Arrivals,Moses Simon,https://www.transfermarkt.com/moses-simon/profil/spieler/274862,Left Winger,24,Nigeria,Levante,LaLiga,Spain,5e+06,FALSE,"",Summer,36,36,6,2512,https://www.transfermarkt.com/fc-nantes/startseite/verein/995/saison_id/2020,2020,left winger,FALSE
France,2020,leverkusen,Monaco,as monaco,AS Monaco,Ligue 1,Arrivals,Kevin Volland,https://www.transfermarkt.com/kevin-volland/profil/spieler/82009,Attacking Midfield,28,Germany,Leverkusen,Bundesliga,Germany,1.1e+07,FALSE,"",Summer,40,40,18,3201,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2020,2020,attacking midfield,FALSE
France,2020,lyon,Nice,ogc nice,OGC Nice,Ligue 1,Arrivals,Amine Gouiri,https://www.transfermarkt.com/amine-gouiri/profil/spieler/418659,Centre-Forward,20,Algeria,Lyon,Ligue 1,France,7e+06,FALSE,"",Summer,41,41,16,3303,https://www.transfermarkt.com/ogc-nizza/startseite/verein/417/saison_id/2020,2020,centre-forward,FALSE
France,2020,lyon,stade rennais,stade rennais fc,Stade Rennais FC,Ligue 1,Arrivals,Martin Terrier,https://www.transfermarkt.com/martin-terrier/profil/spieler/442891,Left Winger,23,France,Lyon,Ligue 1,France,1.2e+07,FALSE,"",Summer,38,38,9,2728,https://www.transfermarkt.com/fc-stade-rennes/startseite/verein/273/saison_id/2020,2020,left winger,TRUE
France,2020,man utd,Lille,losc lille,LOSC Lille,Ligue 1,Arrivals,Angel Gomes,https://www.transfermarkt.com/angel-gomes/profil/spieler/392770,Attacking Midfield,19,England,Man Utd,Premier League,England,0,FALSE,"",Summer,,,,,https://www.transfermarkt.com/losc-lille/startseite/verein/1082/saison_id/2020,2020,attacking midfield,FALSE
France,2020,monaco,fc metz,fc metz,FC Metz,Ligue 1,Arrivals,Kévin N'Doram,https://www.transfermarkt.com/kevin-ndoram/profil/spieler/342209,Defensive Midfield,24,France,Monaco,Ligue 1,Monaco,4500000,FALSE,"",Summer,6,6,0,307,https://www.transfermarkt.com/fc-metz/startseite/verein/347/saison_id/2020,2020,defensive midfield,FALSE
France,2020,napoli,Lille,losc lille,LOSC Lille,Ligue 1,Arrivals,Orestis Karnezis,https://www.transfermarkt.com/orestis-karnezis/profil/spieler/16408,Goalkeeper,35,Greece,Napoli,Serie A,Italy,5130000,FALSE,"",Summer,34,1,0,90,https://www.transfermarkt.com/losc-lille/startseite/verein/1082/saison_id/2020,2020,goalkeeper,FALSE
France,2020,nice,Lens,rc lens,RC Lens,Ligue 1,Arrivals,Ignatius Ganago,https://www.transfermarkt.com/ignatius-ganago/profil/spieler/531949,Centre-Forward,21,Cameroon,Nice,Ligue 1,France,6e+06,FALSE,"",Summer,27,24,7,1308,https://www.transfermarkt.com/rc-lens/startseite/verein/826/saison_id/2020,2020,centre-forward,FALSE
France,2020,nice,stade brestois,stade brestois 29,Stade Brestois 29,Ligue 1,Arrivals,Christophe Hérelle,https://www.transfermarkt.com/christophe-herelle/profil/spieler/170544,Centre-Back,27,Martinique,Nice,Ligue 1,France,4e+06,FALSE,"",Summer,19,16,0,1378,https://www.transfermarkt.com/stade-brest-29/startseite/verein/3911/saison_id/2020,2020,centre-back,FALSE
France,2020,nîmes olympique,stade brestois,stade brestois 29,Stade Brestois 29,Ligue 1,Arrivals,Romain Philippoteaux,https://www.transfermarkt.com/romain-philippoteaux/profil/spieler/255220,Left Midfield,32,France,Nîmes Olympique,Ligue 1,France,5e+05,FALSE,"",Summer,26,19,1,742,https://www.transfermarkt.com/stade-brest-29/startseite/verein/3911/saison_id/2020,2020,left midfield,TRUE
