team_name,league,country,season,transfer_type,player_name,player_url,player_position,player_age,player_nationality,club_2,league_2,country_2,transfer_fee,is_loan,transfer_notes,window,in_squad,appearances,goals,minutes_played,team_url,season_start
Inter Milan,Serie A,Italy,2019,Arrivals,Ionuț Radu,https://www.transfermarkt.com/ionut-radu/profil/spieler/303657,Goalkeeper,22,Romania,Genoa,Serie A,Italy,11500000,FALSE,"",Summer,,,,,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2019,2019
Inter Milan,Serie A,Italy,2019,Arrivals,Eddie Salcedo,https://www.transfermarkt.com/eddie-salcedo/profil/spieler/459661,Centre-Forward,17,Italy,Genoa,Serie A,Italy,1e+07,FALSE,"",Summer,,,,,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2019,2019
Inter Milan,Serie A,Italy,2019,Arrivals,Gabriel Brazão,https://www.transfermarkt.com/gabriel-brazao/profil/spieler/371247,Goalkeeper,18,Brazil,Parma,Serie A,Italy,6300000,FALSE,"",Summer,,,,,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2019,2019
Inter Milan,Serie A,Italy,2019,Arrivals,Stefano Sensi,https://www.transfermarkt.com/stefano-sensi/profil/spieler/216179,Central Midfield,23,Italy,Sassuolo,Serie A,Italy,2200000,TRUE,"",Summer,25,19,3,1012,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2019,2019
Inter Milan,Serie A,Italy,2019,Arrivals,Diego Godín,https://www.transfermarkt.com/diego-godin/profil/spieler/54928,Centre-Back,33,Uruguay,Atlético,LaLiga,Spain,0,FALSE,"",Summer,51,36,2,2805,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2019,2019
Inter Milan,Serie A,Italy,2019,Arrivals,Alexis Sánchez,https://www.transfermarkt.com/alexis-sanchez/profil/spieler/40433,Centre-Forward,30,Chile,Man Utd,Premier League,England,,TRUE,loan transfer,Summer,38,32,4,1392,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2019,2019
Inter Milan,Serie A,Italy,2019,Arrivals,Cristiano Biraghi,https://www.transfermarkt.com/cristiano-biraghi/profil/spieler/124555,Left-Back,26,Italy,Fiorentina,Serie A,Italy,,TRUE,loan transfer,Summer,51,37,3,2122,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2019,2019
Inter Milan,Serie A,Italy,2019,Arrivals,Ionuț Radu,https://www.transfermarkt.com/ionut-radu/profil/spieler/303657,Goalkeeper,22,Romania,Genoa,Serie A,Italy,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2019,2019
Inter Milan,Serie A,Italy,2019,Arrivals,Alessandro Bastoni,https://www.transfermarkt.com/alessandro-bastoni/profil/spieler/315853,Centre-Back,20,Italy,Parma,Serie A,Italy,,TRUE,End of loan 30/06/2019,Summer,49,33,2,2560,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2019,2019
Inter Milan,Serie A,Italy,2019,Arrivals,Andrea Pinamonti,https://www.transfermarkt.com/andrea-pinamonti/profil/spieler/315865,Centre-Forward,20,Italy,Frosinone,Serie A,Italy,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2019,2019
Inter Milan,Serie A,Italy,2019,Arrivals,Yann Karamoh,https://www.transfermarkt.com/yann-karamoh/profil/spieler/324804,Left Winger,20,France,G. Bordeaux,Ligue 1,France,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2019,2019
Inter Milan,Serie A,Italy,2019,Arrivals,Eddie Salcedo,https://www.transfermarkt.com/eddie-salcedo/profil/spieler/459661,Centre-Forward,18,Italy,Genoa,Serie A,Italy,,TRUE,End of loan 31/08/2020,Summer,,,,,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2019,2019
Inter Milan,Serie A,Italy,2019,Arrivals,Cristian Ansaldi,https://www.transfermarkt.com/cristian-ansaldi/profil/spieler/55854,Left-Back,32,Argentina,Torino,Serie A,Italy,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2019,2019
Inter Milan,Serie A,Italy,2019,Arrivals,Federico Dimarco,https://www.transfermarkt.com/federico-dimarco/profil/spieler/198116,Left-Back,21,Italy,Parma,Serie A,Italy,,TRUE,End of loan 30/06/2019,Summer,24,4,0,102,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2019,2019
Inter Milan,Serie A,Italy,2019,Departures,Ionuț Radu,https://www.transfermarkt.com/ionut-radu/profil/spieler/303657,Goalkeeper,22,Romania,Genoa,Serie A,Italy,8e+06,FALSE,"",Summer,,,,,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2019,2019
Inter Milan,Serie A,Italy,2019,Departures,Ivan Perišić,https://www.transfermarkt.com/ivan-perisic/profil/spieler/42460,Left Winger,30,Croatia,Bayern Munich,Bundesliga,Germany,5e+06,TRUE,"",Summer,,,,,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2019,2019
Inter Milan,Serie A,Italy,2019,Departures,Andrea Adorante,https://www.transfermarkt.com/andrea-adorante/profil/spieler/364206,Centre-Forward,19,Italy,Parma,Serie A,Italy,4e+06,FALSE,"",Summer,,,,,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2019,2019
Inter Milan,Serie A,Italy,2019,Departures,Marco Sala,https://www.transfermarkt.com/marco-sala/profil/spieler/392570,Left-Back,20,Italy,Sassuolo,Serie A,Italy,3e+06,FALSE,"",Summer,,,,,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2019,2019
Inter Milan,Serie A,Italy,2019,Departures,Cristian Ansaldi,https://www.transfermarkt.com/cristian-ansaldi/profil/spieler/55854,Left-Back,32,Argentina,Torino,Serie A,Italy,2500000,FALSE,"",Summer,,,,,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2019,2019
Inter Milan,Serie A,Italy,2019,Departures,Andreaw Gravillon,https://www.transfermarkt.com/andreaw-gravillon/profil/spieler/395083,Centre-Back,21,Guadeloupe,Sassuolo,Serie A,Italy,1e+06,TRUE,"",Summer,,,,,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2019,2019
Inter Milan,Serie A,Italy,2019,Departures,Andrea Pinamonti,https://www.transfermarkt.com/andrea-pinamonti/profil/spieler/315865,Centre-Forward,20,Italy,Genoa,Serie A,Italy,5e+05,TRUE,"",Summer,,,,,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2019,2019
Inter Milan,Serie A,Italy,2019,Departures,Mauro Icardi,https://www.transfermarkt.com/mauro-icardi/profil/spieler/68863,Centre-Forward,26,Argentina,PSG,Ligue 1,France,,TRUE,loan transfer,Summer,,,,,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2019,2019
Inter Milan,Serie A,Italy,2019,Departures,Radja Nainggolan,https://www.transfermarkt.com/radja-nainggolan/profil/spieler/41982,Central Midfield,31,Belgium,Cagliari,Serie A,Italy,,TRUE,loan transfer,Summer,,,,,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2019,2019
Inter Milan,Serie A,Italy,2019,Departures,Ionuț Radu,https://www.transfermarkt.com/ionut-radu/profil/spieler/303657,Goalkeeper,22,Romania,Genoa,Serie A,Italy,,TRUE,loan transfer,Summer,,,,,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2019,2019
Inter Milan,Serie A,Italy,2019,Departures,Dalbert,https://www.transfermarkt.com/dalbert/profil/spieler/312862,Left-Back,25,Brazil,Fiorentina,Serie A,Italy,,TRUE,loan transfer,Summer,1,0,0,0,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2019,2019
Inter Milan,Serie A,Italy,2019,Departures,Yann Karamoh,https://www.transfermarkt.com/yann-karamoh/profil/spieler/324804,Left Winger,21,France,Parma,Serie A,Italy,,TRUE,loan transfer,Summer,,,,,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2019,2019
Inter Milan,Serie A,Italy,2019,Departures,Eddie Salcedo,https://www.transfermarkt.com/eddie-salcedo/profil/spieler/459661,Centre-Forward,17,Italy,Genoa,Serie A,Italy,,TRUE,loan transfer,Summer,,,,,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2019,2019
Inter Milan,Serie A,Italy,2019,Departures,Matteo Politano,https://www.transfermarkt.com/matteo-politano/profil/spieler/165895,Right Winger,25,Italy,Sassuolo,Serie A,Italy,,TRUE,End of loan 30/06/2019,Summer,23,15,0,315,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2019,2019
Inter Milan,Serie A,Italy,2019,Departures,Keita Baldé,https://www.transfermarkt.com/keita-balde/profil/spieler/238752,Left Winger,24,Senegal,Monaco,Ligue 1,Monaco,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2019,2019
Inter Milan,Serie A,Italy,2019,Departures,Sime Vrsaljko,https://www.transfermarkt.com/sime-vrsaljko/profil/spieler/76061,Right-Back,27,Croatia,Atlético,LaLiga,Spain,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2019,2019
Inter Milan,Serie A,Italy,2019,Departures,Stefano Sensi,https://www.transfermarkt.com/stefano-sensi/profil/spieler/216179,Central Midfield,25,Italy,Sassuolo,Serie A,Italy,,TRUE,End of loan 31/08/2020,Summer,25,19,3,1012,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2019,2019
Inter Milan,Serie A,Italy,2019,Departures,Cédric Soares,https://www.transfermarkt.com/cedric-soares/profil/spieler/112988,Right-Back,27,Portugal,Southampton,Premier League,England,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2019,2019
SSC Napoli,Serie A,Italy,2019,Arrivals,Konstantinos Manolas,https://www.transfermarkt.com/konstantinos-manolas/profil/spieler/104752,Centre-Back,28,Greece,Roma,Serie A,Italy,3.6e+07,FALSE,"",Summer,43,35,4,2988,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2019,2019
SSC Napoli,Serie A,Italy,2019,Arrivals,Alex Meret,https://www.transfermarkt.com/alex-meret/profil/spieler/240414,Goalkeeper,22,Italy,Udinese,Serie A,Italy,2.6e+07,FALSE,"",Summer,49,29,0,2580,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2019,2019
SSC Napoli,Serie A,Italy,2019,Arrivals,David Ospina,https://www.transfermarkt.com/david-ospina/profil/spieler/73396,Goalkeeper,30,Colombia,Arsenal,Premier League,England,3500000,FALSE,"",Summer,47,23,0,2010,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2019,2019
SSC Napoli,Serie A,Italy,2019,Arrivals,Orestis Karnezis,https://www.transfermarkt.com/orestis-karnezis/profil/spieler/16408,Goalkeeper,33,Greece,Udinese,Serie A,Italy,1500000,FALSE,"",Summer,38,0,0,0,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2019,2019
SSC Napoli,Serie A,Italy,2019,Arrivals,Filippo Costa,https://www.transfermarkt.com/filippo-costa/profil/spieler/197743,Left Midfield,24,Italy,SPAL,Serie A,Italy,1450000,FALSE,"",Summer,,,,,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2019,2019
SSC Napoli,Serie A,Italy,2019,Arrivals,Franco Ferrari,https://www.transfermarkt.com/franco-ferrari/profil/spieler/409553,Centre-Forward,23,Italy,Genoa,Serie A,Italy,750000,FALSE,"",Summer,,,,,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2019,2019
SSC Napoli,Serie A,Italy,2019,Arrivals,Fernando Llorente,https://www.transfermarkt.com/fernando-llorente/profil/spieler/35564,Centre-Forward,34,Spain,Tottenham,Premier League,England,0,FALSE,"",Summer,35,24,4,668,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2019,2019
SSC Napoli,Serie A,Italy,2019,Arrivals,Roberto Inglese,https://www.transfermarkt.com/roberto-inglese/profil/spieler/159337,Centre-Forward,27,Italy,Parma,Serie A,Italy,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2019,2019
SSC Napoli,Serie A,Italy,2019,Arrivals,Lorenzo Tonelli,https://www.transfermarkt.com/lorenzo-tonelli/profil/spieler/111347,Centre-Back,29,Italy,Sampdoria,Serie A,Italy,,TRUE,End of loan 30/06/2019,Summer,11,0,0,0,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2019,2019
SSC Napoli,Serie A,Italy,2019,Arrivals,Carlos Vinícius,https://www.transfermarkt.com/carlos-vinicius/profil/spieler/525287,Centre-Forward,24,Brazil,Monaco,Ligue 1,Monaco,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2019,2019
SSC Napoli,Serie A,Italy,2019,Arrivals,Marko Rog,https://www.transfermarkt.com/marko-rog/profil/spieler/317482,Central Midfield,23,Croatia,Sevilla FC,LaLiga,Spain,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2019,2019
SSC Napoli,Serie A,Italy,2019,Departures,Amadou Diawara,https://www.transfermarkt.com/amadou-diawara/profil/spieler/355501,Defensive Midfield,21,Guinea,Roma,Serie A,Italy,2.1e+07,FALSE,"",Summer,,,,,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2019,2019
SSC Napoli,Serie A,Italy,2019,Departures,Raúl Albiol,https://www.transfermarkt.com/raul-albiol/profil/spieler/15452,Centre-Back,33,Spain,Villarreal,LaLiga,Spain,4e+06,FALSE,"",Summer,,,,,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2019,2019
SSC Napoli,Serie A,Italy,2019,Departures,Adam Ounas,https://www.transfermarkt.com/adam-ounas/profil/spieler/400485,Right Winger,22,Algeria,Nice,Ligue 1,France,2200000,TRUE,"",Summer,,,,,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2019,2019
SSC Napoli,Serie A,Italy,2019,Departures,Marko Rog,https://www.transfermarkt.com/marko-rog/profil/spieler/317482,Central Midfield,24,Croatia,Cagliari,Serie A,Italy,1300000,TRUE,"",Summer,,,,,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2019,2019
SSC Napoli,Serie A,Italy,2019,Departures,Gennaro Tutino,https://www.transfermarkt.com/gennaro-tutino/profil/spieler/202979,Centre-Forward,22,Italy,Hellas Verona,Serie A,Italy,125000,TRUE,"",Summer,,,,,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2019,2019
SSC Napoli,Serie A,Italy,2019,Departures,Simone Verdi,https://www.transfermarkt.com/simone-verdi/profil/spieler/130360,Attacking Midfield,27,Italy,Torino,Serie A,Italy,,TRUE,loan transfer,Summer,2,0,0,0,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2019,2019
SSC Napoli,Serie A,Italy,2019,Departures,Roberto Inglese,https://www.transfermarkt.com/roberto-inglese/profil/spieler/159337,Centre-Forward,27,Italy,Parma,Serie A,Italy,,TRUE,loan transfer,Summer,,,,,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2019,2019
SSC Napoli,Serie A,Italy,2019,Departures,Vlad Chiricheș,https://www.transfermarkt.com/vlad-chiriches/profil/spieler/123261,Defensive Midfield,29,Romania,Sassuolo,Serie A,Italy,,TRUE,loan transfer,Summer,1,0,0,0,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2019,2019
SSC Napoli,Serie A,Italy,2019,Departures,Alex Meret,https://www.transfermarkt.com/alex-meret/profil/spieler/240414,Goalkeeper,22,Italy,Udinese,Serie A,Italy,,TRUE,End of loan 30/06/2019,Summer,49,29,0,2580,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2019,2019
SSC Napoli,Serie A,Italy,2019,Departures,David Ospina,https://www.transfermarkt.com/david-ospina/profil/spieler/73396,Goalkeeper,30,Colombia,Arsenal,Premier League,England,,TRUE,End of loan 30/06/2019,Summer,47,23,0,2010,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2019,2019
SSC Napoli,Serie A,Italy,2019,Departures,Orestis Karnezis,https://www.transfermarkt.com/orestis-karnezis/profil/spieler/16408,Goalkeeper,33,Greece,Udinese,Serie A,Italy,,TRUE,End of loan 30/06/2019,Summer,38,0,0,0,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2019,2019
AC Milan,Serie A,Italy,2019,Arrivals,Rafael Leão,https://www.transfermarkt.com/rafael-leao/profil/spieler/357164,Left Winger,20,Portugal,Lille,Ligue 1,France,49500000,FALSE,"",Summer,42,33,6,1478,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2019,2019
AC Milan,Serie A,Italy,2019,Arrivals,Franck Kessié,https://www.transfermarkt.com/franck-kessie/profil/spieler/294808,Central Midfield,22,Cote d'Ivoire,Atalanta,Serie A,Italy,3.2e+07,FALSE,"",Summer,41,38,4,3096,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2019,2019
AC Milan,Serie A,Italy,2019,Arrivals,Theo Hernández,https://www.transfermarkt.com/theo-hernandez/profil/spieler/339808,Left-Back,21,France,Real Madrid,LaLiga,Spain,22800000,FALSE,"",Summer,37,36,7,3099,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2019,2019
AC Milan,Serie A,Italy,2019,Arrivals,Ante Rebić,https://www.transfermarkt.com/ante-rebic/profil/spieler/187587,Left Winger,25,Croatia,Frankfurt,Bundesliga,Germany,,TRUE,loan transfer,Summer,38,30,12,1684,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2019,2019
AC Milan,Serie A,Italy,2019,Arrivals,André Silva,https://www.transfermarkt.com/andre-silva/profil/spieler/198008,Centre-Forward,23,Portugal,Sevilla FC,LaLiga,Spain,,TRUE,End of loan 30/06/2019,Summer,2,1,0,61,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2019,2019
AC Milan,Serie A,Italy,2019,Arrivals,Manuel Locatelli,https://www.transfermarkt.com/manuel-locatelli/profil/spieler/265088,Defensive Midfield,21,Italy,Sassuolo,Serie A,Italy,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2019,2019
AC Milan,Serie A,Italy,2019,Arrivals,Stefan Simic,https://www.transfermarkt.com/stefan-simic/profil/spieler/198613,Centre-Back,24,Czech Republic,Frosinone,Serie A,Italy,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2019,2019
AC Milan,Serie A,Italy,2019,Departures,Patrick Cutrone,https://www.transfermarkt.com/patrick-cutrone/profil/spieler/265078,Centre-Forward,21,Italy,Wolves,Premier League,England,1.8e+07,FALSE,"",Summer,,,,,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2019,2019
AC Milan,Serie A,Italy,2019,Departures,Manuel Locatelli,https://www.transfermarkt.com/manuel-locatelli/profil/spieler/265088,Defensive Midfield,21,Italy,Sassuolo,Serie A,Italy,1.4e+07,FALSE,"",Summer,,,,,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2019,2019
AC Milan,Serie A,Italy,2019,Departures,Diego Laxalt,https://www.transfermarkt.com/diego-laxalt/profil/spieler/230552,Left-Back,26,Uruguay,Torino,Serie A,Italy,5e+05,TRUE,"",Summer,20,6,0,188,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2019,2019
AC Milan,Serie A,Italy,2019,Departures,Cristian Zapata,https://www.transfermarkt.com/cristian-zapata/profil/spieler/34344,Centre-Back,32,Colombia,Genoa,Serie A,Italy,0,FALSE,"",Summer,,,,,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2019,2019
AC Milan,Serie A,Italy,2019,Departures,André Silva,https://www.transfermarkt.com/andre-silva/profil/spieler/198008,Centre-Forward,23,Portugal,Frankfurt,Bundesliga,Germany,,TRUE,loan transfer,Summer,2,1,0,61,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2019,2019
AC Milan,Serie A,Italy,2019,Departures,Tiemoué Bakayoko,https://www.transfermarkt.com/tiemoue-bakayoko/profil/spieler/182618,Defensive Midfield,24,France,Chelsea,Premier League,England,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2019,2019
AC Milan,Serie A,Italy,2019,Departures,Franck Kessié,https://www.transfermarkt.com/franck-kessie/profil/spieler/294808,Central Midfield,22,Cote d'Ivoire,Atalanta,Serie A,Italy,,TRUE,End of loan 30/06/2019,Summer,41,38,4,3096,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2019,2019
AS Roma,Serie A,Italy,2019,Arrivals,Bryan Cristante,https://www.transfermarkt.com/bryan-cristante/profil/spieler/199248,Defensive Midfield,24,Italy,Atalanta,Serie A,Italy,30600000,FALSE,"",Summer,33,33,1,2217,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2019,2019
AS Roma,Serie A,Italy,2019,Arrivals,Leonardo Spinazzola,https://www.transfermarkt.com/leonardo-spinazzola/profil/spieler/118689,Left-Back,26,Italy,Juventus,Serie A,Italy,29500000,FALSE,"",Summer,43,32,2,2161,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2019,2019
AS Roma,Serie A,Italy,2019,Arrivals,Pau López,https://www.transfermarkt.com/pau-lopez/profil/spieler/286415,Goalkeeper,24,Spain,Real Betis,LaLiga,Spain,23500000,FALSE,"",Summer,45,42,0,3718,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2019,2019
AS Roma,Serie A,Italy,2019,Arrivals,Amadou Diawara,https://www.transfermarkt.com/amadou-diawara/profil/spieler/355501,Defensive Midfield,21,Guinea,Napoli,Serie A,Italy,2.1e+07,FALSE,"",Summer,36,30,1,2137,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2019,2019
AS Roma,Serie A,Italy,2019,Arrivals,Henrikh Mkhitaryan,https://www.transfermarkt.com/henrikh-mkhitaryan/profil/spieler/55735,Central Midfield,30,Armenia,Arsenal,Premier League,England,3100000,TRUE,"",Summer,30,27,9,1832,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2019,2019
AS Roma,Serie A,Italy,2019,Arrivals,Chris Smalling,https://www.transfermarkt.com/chris-smalling/profil/spieler/103427,Centre-Back,29,England,Man Utd,Premier League,England,3e+06,TRUE,"",Summer,38,37,3,3196,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2019,2019
AS Roma,Serie A,Italy,2019,Arrivals,Gianluca Mancini,https://www.transfermarkt.com/gianluca-mancini/profil/spieler/256448,Centre-Back,23,Italy,Atalanta,Serie A,Italy,2e+06,TRUE,"",Summer,44,41,1,3520,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2019,2019
AS Roma,Serie A,Italy,2019,Arrivals,Nikola Kalinić,https://www.transfermarkt.com/nikola-kalinic/profil/spieler/36371,Centre-Forward,31,Croatia,Atlético,LaLiga,Spain,2e+06,TRUE,"",Summer,40,19,5,863,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2019,2019
AS Roma,Serie A,Italy,2019,Arrivals,Jordan Veretout,https://www.transfermarkt.com/jordan-veretout/profil/spieler/164771,Central Midfield,26,France,Fiorentina,Serie A,Italy,1e+06,TRUE,"",Summer,46,43,7,3215,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2019,2019
AS Roma,Serie A,Italy,2019,Arrivals,Davide Zappacosta,https://www.transfermarkt.com/davide-zappacosta/profil/spieler/173859,Right Midfield,27,Italy,Chelsea,Premier League,England,,TRUE,loan transfer,Summer,14,9,0,447,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2019,2019
AS Roma,Serie A,Italy,2019,Arrivals,Gerson,https://www.transfermarkt.com/gerson/profil/spieler/341705,Central Midfield,22,Brazil,Fiorentina,Serie A,Italy,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2019,2019
AS Roma,Serie A,Italy,2019,Arrivals,Grégoire Defrel,https://www.transfermarkt.com/gregoire-defrel/profil/spieler/163222,Centre-Forward,28,France,Sampdoria,Serie A,Italy,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2019,2019
AS Roma,Serie A,Italy,2019,Arrivals,Luca Pellegrini,https://www.transfermarkt.com/luca-pellegrini/profil/spieler/346567,Left-Back,20,Italy,Cagliari,Serie A,Italy,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2019,2019
AS Roma,Serie A,Italy,2019,Arrivals,Maxime Gonalons,https://www.transfermarkt.com/maxime-gonalons/profil/spieler/60542,Defensive Midfield,30,France,Sevilla FC,LaLiga,Spain,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2019,2019
AS Roma,Serie A,Italy,2019,Arrivals,Daniele Verde,https://www.transfermarkt.com/daniele-verde/profil/spieler/256361,Right Winger,23,Italy,Real Valladolid,LaLiga,Spain,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2019,2019
AS Roma,Serie A,Italy,2019,Departures,Konstantinos Manolas,https://www.transfermarkt.com/konstantinos-manolas/profil/spieler/104752,Centre-Back,28,Greece,Napoli,Serie A,Italy,3.6e+07,FALSE,"",Summer,,,,,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2019,2019
AS Roma,Serie A,Italy,2019,Departures,Luca Pellegrini,https://www.transfermarkt.com/luca-pellegrini/profil/spieler/346567,Left-Back,20,Italy,Juventus,Serie A,Italy,22800000,FALSE,"",Summer,,,,,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2019,2019
AS Roma,Serie A,Italy,2019,Departures,Patrik Schick,https://www.transfermarkt.com/patrik-schick/profil/spieler/242086,Centre-Forward,23,Czech Republic,Leipzig,Bundesliga,Germany,3500000,TRUE,"",Summer,2,0,0,0,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2019,2019
AS Roma,Serie A,Italy,2019,Departures,Grégoire Defrel,https://www.transfermarkt.com/gregoire-defrel/profil/spieler/163222,Centre-Forward,28,France,Sassuolo,Serie A,Italy,3e+06,TRUE,"",Summer,,,,,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2019,2019
AS Roma,Serie A,Italy,2019,Departures,Robin Olsen,https://www.transfermarkt.com/robin-olsen/profil/spieler/75458,Goalkeeper,29,Sweden,Cagliari,Serie A,Italy,,TRUE,loan transfer,Summer,,,,,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2019,2019
