country,league,season,team_a,team_b,pos_diff,team_a_low,team_b_low,country_low,league_low
Germany,Games of Matchday 34 Bundesliga 20/21,2020,Leverkusen,Wolfsburg,2,leverkusen,wolfsburg,germany,games of matchday 34 bundesliga 20/21
Germany,Games of Matchday 34 Bundesliga 20/21,2020,Mönchengladbach,Stuttgart,1,mönchengladbach,stuttgart,germany,games of matchday 34 bundesliga 20/21
Germany,Games of Matchday 34 Bundesliga 20/21,2020,Mönchengladbach,Union Berlin,1,mönchengladbach,union berlin,germany,games of matchday 34 bundesliga 20/21
Germany,Games of Matchday 34 Bundesliga 20/21,2020,Stuttgart,Union Berlin,2,stuttgart,union berlin,germany,games of matchday 34 bundesliga 20/21
Germany,Games of Matchday 34 Bundesliga 21/22,2021,1.FC Köln,Freiburg,1,1.fc köln,freiburg,germany,games of matchday 34 bundesliga 21/22
Germany,Games of Matchday 34 Bundesliga 21/22,2021,1.FC Köln,Hoffenheim,2,1.fc köln,hoffenheim,germany,games of matchday 34 bundesliga 21/22
Germany,Games of Matchday 34 Bundesliga 21/22,2021,1.FC Köln,Mainz,1,1.fc köln,mainz,germany,games of matchday 34 bundesliga 21/22
Germany,Games of Matchday 34 Bundesliga 21/22,2021,1.FC Köln,Union Berlin,2,1.fc köln,union berlin,germany,games of matchday 34 bundesliga 21/22
Germany,Games of Matchday 34 Bundesliga 21/22,2021,Arm. Bielefeld,Greuther Fürth,1,arm. bielefeld,greuther fürth,germany,games of matchday 34 bundesliga 21/22
Germany,Games of Matchday 34 Bundesliga 21/22,2021,Arm. Bielefeld,Hertha BSC,1,arm. bielefeld,hertha bsc,germany,games of matchday 34 bundesliga 21/22
Germany,Games of Matchday 34 Bundesliga 21/22,2021,Arm. Bielefeld,Stuttgart,2,arm. bielefeld,stuttgart,germany,games of matchday 34 bundesliga 21/22
Germany,Games of Matchday 34 Bundesliga 21/22,2021,Augsburg,Hertha BSC,2,augsburg,hertha bsc,germany,games of matchday 34 bundesliga 21/22
Germany,Games of Matchday 34 Bundesliga 21/22,2021,Augsburg,Stuttgart,1,augsburg,stuttgart,germany,games of matchday 34 bundesliga 21/22
Germany,Games of Matchday 34 Bundesliga 21/22,2021,Augsburg,VfL Bochum,1,augsburg,vfl bochum,germany,games of matchday 34 bundesliga 21/22
Germany,Games of Matchday 34 Bundesliga 21/22,2021,Augsburg,Wolfsburg,2,augsburg,wolfsburg,germany,games of matchday 34 bundesliga 21/22
Germany,Games of Matchday 34 Bundesliga 21/22,2021,Bayern Munich,Dortmund,1,bayern munich,dortmund,germany,games of matchday 34 bundesliga 21/22
Germany,Games of Matchday 34 Bundesliga 21/22,2021,Bayern Munich,Leverkusen,2,bayern munich,leverkusen,germany,games of matchday 34 bundesliga 21/22
Germany,Games of Matchday 34 Bundesliga 21/22,2021,Dortmund,Leipzig,2,dortmund,leipzig,germany,games of matchday 34 bundesliga 21/22
Germany,Games of Matchday 34 Bundesliga 21/22,2021,Dortmund,Leverkusen,1,dortmund,leverkusen,germany,games of matchday 34 bundesliga 21/22
Germany,Games of Matchday 34 Bundesliga 21/22,2021,Frankfurt,Hoffenheim,2,frankfurt,hoffenheim,germany,games of matchday 34 bundesliga 21/22
Germany,Games of Matchday 34 Bundesliga 21/22,2021,Frankfurt,Mönchengladbach,1,frankfurt,mönchengladbach,germany,games of matchday 34 bundesliga 21/22
Germany,Games of Matchday 34 Bundesliga 21/22,2021,Frankfurt,VfL Bochum,2,frankfurt,vfl bochum,germany,games of matchday 34 bundesliga 21/22
Germany,Games of Matchday 34 Bundesliga 21/22,2021,Frankfurt,Wolfsburg,1,frankfurt,wolfsburg,germany,games of matchday 34 bundesliga 21/22
Germany,Games of Matchday 34 Bundesliga 21/22,2021,Freiburg,Leipzig,2,freiburg,leipzig,germany,games of matchday 34 bundesliga 21/22
Germany,Games of Matchday 34 Bundesliga 21/22,2021,Freiburg,Mainz,2,freiburg,mainz,germany,games of matchday 34 bundesliga 21/22
Germany,Games of Matchday 34 Bundesliga 21/22,2021,Freiburg,Union Berlin,1,freiburg,union berlin,germany,games of matchday 34 bundesliga 21/22
Germany,Games of Matchday 34 Bundesliga 21/22,2021,Greuther Fürth,Hertha BSC,2,greuther fürth,hertha bsc,germany,games of matchday 34 bundesliga 21/22
Germany,Games of Matchday 34 Bundesliga 21/22,2021,Hertha BSC,Stuttgart,1,hertha bsc,stuttgart,germany,games of matchday 34 bundesliga 21/22
Germany,Games of Matchday 34 Bundesliga 21/22,2021,Hoffenheim,Mainz,1,hoffenheim,mainz,germany,games of matchday 34 bundesliga 21/22
Germany,Games of Matchday 34 Bundesliga 21/22,2021,Hoffenheim,Mönchengladbach,1,hoffenheim,mönchengladbach,germany,games of matchday 34 bundesliga 21/22
Germany,Games of Matchday 34 Bundesliga 21/22,2021,Leipzig,Leverkusen,1,leipzig,leverkusen,germany,games of matchday 34 bundesliga 21/22
Germany,Games of Matchday 34 Bundesliga 21/22,2021,Leipzig,Union Berlin,1,leipzig,union berlin,germany,games of matchday 34 bundesliga 21/22
Germany,Games of Matchday 34 Bundesliga 21/22,2021,Leverkusen,Union Berlin,2,leverkusen,union berlin,germany,games of matchday 34 bundesliga 21/22
Germany,Games of Matchday 34 Bundesliga 21/22,2021,Mainz,Mönchengladbach,2,mainz,mönchengladbach,germany,games of matchday 34 bundesliga 21/22
Germany,Games of Matchday 34 Bundesliga 21/22,2021,Mönchengladbach,Wolfsburg,2,mönchengladbach,wolfsburg,germany,games of matchday 34 bundesliga 21/22
Germany,Games of Matchday 34 Bundesliga 21/22,2021,Stuttgart,VfL Bochum,2,stuttgart,vfl bochum,germany,games of matchday 34 bundesliga 21/22
Germany,Games of Matchday 34 Bundesliga 21/22,2021,VfL Bochum,Wolfsburg,1,vfl bochum,wolfsburg,germany,games of matchday 34 bundesliga 21/22
Germany,Games of Matchday 34 Bundesliga 22/23,2022,1.FC Köln,Hoffenheim,1,1.fc köln,hoffenheim,germany,games of matchday 34 bundesliga 22/23
Germany,Games of Matchday 34 Bundesliga 22/23,2022,1.FC Köln,Mainz,2,1.fc köln,mainz,germany,games of matchday 34 bundesliga 22/23
Germany,Games of Matchday 34 Bundesliga 22/23,2022,1.FC Köln,Mönchengladbach,1,1.fc köln,mönchengladbach,germany,games of matchday 34 bundesliga 22/23
Germany,Games of Matchday 34 Bundesliga 22/23,2022,1.FC Köln,Werder Bremen,2,1.fc köln,werder bremen,germany,games of matchday 34 bundesliga 22/23
Germany,Games of Matchday 34 Bundesliga 22/23,2022,Augsburg,FC Schalke 04,2,augsburg,fc schalke 04,germany,games of matchday 34 bundesliga 22/23
Germany,Games of Matchday 34 Bundesliga 22/23,2022,Augsburg,Stuttgart,1,augsburg,stuttgart,germany,games of matchday 34 bundesliga 22/23
Germany,Games of Matchday 34 Bundesliga 22/23,2022,Augsburg,VfL Bochum,1,augsburg,vfl bochum,germany,games of matchday 34 bundesliga 22/23
Germany,Games of Matchday 34 Bundesliga 22/23,2022,Augsburg,Werder Bremen,2,augsburg,werder bremen,germany,games of matchday 34 bundesliga 22/23
Germany,Games of Matchday 34 Bundesliga 22/23,2022,Bayern Munich,Dortmund,1,bayern munich,dortmund,germany,games of matchday 34 bundesliga 22/23
Germany,Games of Matchday 34 Bundesliga 22/23,2022,Bayern Munich,Leipzig,2,bayern munich,leipzig,germany,games of matchday 34 bundesliga 22/23
Germany,Games of Matchday 34 Bundesliga 22/23,2022,Dortmund,Leipzig,1,dortmund,leipzig,germany,games of matchday 34 bundesliga 22/23
Germany,Games of Matchday 34 Bundesliga 22/23,2022,Dortmund,Union Berlin,2,dortmund,union berlin,germany,games of matchday 34 bundesliga 22/23
Germany,Games of Matchday 34 Bundesliga 22/23,2022,FC Schalke 04,Hertha BSC,1,fc schalke 04,hertha bsc,germany,games of matchday 34 bundesliga 22/23
Germany,Games of Matchday 34 Bundesliga 22/23,2022,FC Schalke 04,Stuttgart,1,fc schalke 04,stuttgart,germany,games of matchday 34 bundesliga 22/23
Germany,Games of Matchday 34 Bundesliga 22/23,2022,Frankfurt,Freiburg,2,frankfurt,freiburg,germany,games of matchday 34 bundesliga 22/23
Germany,Games of Matchday 34 Bundesliga 22/23,2022,Frankfurt,Leverkusen,1,frankfurt,leverkusen,germany,games of matchday 34 bundesliga 22/23
Germany,Games of Matchday 34 Bundesliga 22/23,2022,Frankfurt,Mainz,2,frankfurt,mainz,germany,games of matchday 34 bundesliga 22/23
Germany,Games of Matchday 34 Bundesliga 22/23,2022,Frankfurt,Wolfsburg,1,frankfurt,wolfsburg,germany,games of matchday 34 bundesliga 22/23
Germany,Games of Matchday 34 Bundesliga 22/23,2022,Freiburg,Leipzig,2,freiburg,leipzig,germany,games of matchday 34 bundesliga 22/23
Germany,Games of Matchday 34 Bundesliga 22/23,2022,Freiburg,Leverkusen,1,freiburg,leverkusen,germany,games of matchday 34 bundesliga 22/23
Germany,Games of Matchday 34 Bundesliga 22/23,2022,Freiburg,Union Berlin,1,freiburg,union berlin,germany,games of matchday 34 bundesliga 22/23
Germany,Games of Matchday 34 Bundesliga 22/23,2022,Hertha BSC,Stuttgart,2,hertha bsc,stuttgart,germany,games of matchday 34 bundesliga 22/23
Germany,Games of Matchday 34 Bundesliga 22/23,2022,Hoffenheim,Mönchengladbach,2,hoffenheim,mönchengladbach,germany,games of matchday 34 bundesliga 22/23
Germany,Games of Matchday 34 Bundesliga 22/23,2022,Hoffenheim,VfL Bochum,2,hoffenheim,vfl bochum,germany,games of matchday 34 bundesliga 22/23
Germany,Games of Matchday 34 Bundesliga 22/23,2022,Hoffenheim,Werder Bremen,1,hoffenheim,werder bremen,germany,games of matchday 34 bundesliga 22/23
Germany,Games of Matchday 34 Bundesliga 22/23,2022,Leipzig,Union Berlin,1,leipzig,union berlin,germany,games of matchday 34 bundesliga 22/23
Germany,Games of Matchday 34 Bundesliga 22/23,2022,Leverkusen,Union Berlin,2,leverkusen,union berlin,germany,games of matchday 34 bundesliga 22/23
Germany,Games of Matchday 34 Bundesliga 22/23,2022,Leverkusen,Wolfsburg,2,leverkusen,wolfsburg,germany,games of matchday 34 bundesliga 22/23
Germany,Games of Matchday 34 Bundesliga 22/23,2022,Mainz,Mönchengladbach,1,mainz,mönchengladbach,germany,games of matchday 34 bundesliga 22/23
Germany,Games of Matchday 34 Bundesliga 22/23,2022,Mainz,Wolfsburg,1,mainz,wolfsburg,germany,games of matchday 34 bundesliga 22/23
Germany,Games of Matchday 34 Bundesliga 22/23,2022,Mönchengladbach,Wolfsburg,2,mönchengladbach,wolfsburg,germany,games of matchday 34 bundesliga 22/23
Germany,Games of Matchday 34 Bundesliga 22/23,2022,Stuttgart,VfL Bochum,2,stuttgart,vfl bochum,germany,games of matchday 34 bundesliga 22/23
Germany,Games of Matchday 34 Bundesliga 22/23,2022,VfL Bochum,Werder Bremen,1,vfl bochum,werder bremen,germany,games of matchday 34 bundesliga 22/23
Germany,Games of Matchday 34 Bundesliga 23/24,2023,1.FC Köln,Darmstadt 98,1,1.fc köln,darmstadt 98,germany,games of matchday 34 bundesliga 23/24
Germany,Games of Matchday 34 Bundesliga 23/24,2023,1.FC Köln,Union Berlin,2,1.fc köln,union berlin,germany,games of matchday 34 bundesliga 23/24
Germany,Games of Matchday 34 Bundesliga 23/24,2023,1.FC Köln,VfL Bochum,1,1.fc köln,vfl bochum,germany,games of matchday 34 bundesliga 23/24
Germany,Games of Matchday 34 Bundesliga 23/24,2023,Augsburg,Freiburg,1,augsburg,freiburg,germany,games of matchday 34 bundesliga 23/24
Germany,Games of Matchday 34 Bundesliga 23/24,2023,Augsburg,Mainz,2,augsburg,mainz,germany,games of matchday 34 bundesliga 23/24
Germany,Games of Matchday 34 Bundesliga 23/24,2023,Augsburg,Werder Bremen,2,augsburg,werder bremen,germany,games of matchday 34 bundesliga 23/24
Germany,Games of Matchday 34 Bundesliga 23/24,2023,Augsburg,Wolfsburg,1,augsburg,wolfsburg,germany,games of matchday 34 bundesliga 23/24
Germany,Games of Matchday 34 Bundesliga 23/24,2023,Bayern Munich,Dortmund,2,bayern munich,dortmund,germany,games of matchday 34 bundesliga 23/24
Germany,Games of Matchday 34 Bundesliga 23/24,2023,Bayern Munich,Leipzig,1,bayern munich,leipzig,germany,games of matchday 34 bundesliga 23/24
Germany,Games of Matchday 34 Bundesliga 23/24,2023,Bayern Munich,Leverkusen,2,bayern munich,leverkusen,germany,games of matchday 34 bundesliga 23/24
Germany,Games of Matchday 34 Bundesliga 23/24,2023,Bayern Munich,Stuttgart,1,bayern munich,stuttgart,germany,games of matchday 34 bundesliga 23/24
Germany,Games of Matchday 34 Bundesliga 23/24,2023,Darmstadt 98,VfL Bochum,2,darmstadt 98,vfl bochum,germany,games of matchday 34 bundesliga 23/24
Germany,Games of Matchday 34 Bundesliga 23/24,2023,Dortmund,Frankfurt,1,dortmund,frankfurt,germany,games of matchday 34 bundesliga 23/24
Germany,Games of Matchday 34 Bundesliga 23/24,2023,Dortmund,Hoffenheim,2,dortmund,hoffenheim,germany,games of matchday 34 bundesliga 23/24
Germany,Games of Matchday 34 Bundesliga 23/24,2023,Dortmund,Leipzig,1,dortmund,leipzig,germany,games of matchday 34 bundesliga 23/24
Germany,Games of Matchday 34 Bundesliga 23/24,2023,Frankfurt,Heidenheim,2,frankfurt,heidenheim,germany,games of matchday 34 bundesliga 23/24
Germany,Games of Matchday 34 Bundesliga 23/24,2023,Frankfurt,Hoffenheim,1,frankfurt,hoffenheim,germany,games of matchday 34 bundesliga 23/24
Germany,Games of Matchday 34 Bundesliga 23/24,2023,Frankfurt,Leipzig,2,frankfurt,leipzig,germany,games of matchday 34 bundesliga 23/24
Germany,Games of Matchday 34 Bundesliga 23/24,2023,Freiburg,Heidenheim,2,freiburg,heidenheim,germany,games of matchday 34 bundesliga 23/24
Germany,Games of Matchday 34 Bundesliga 23/24,2023,Freiburg,Werder Bremen,1,freiburg,werder bremen,germany,games of matchday 34 bundesliga 23/24
Germany,Games of Matchday 34 Bundesliga 23/24,2023,Freiburg,Wolfsburg,2,freiburg,wolfsburg,germany,games of matchday 34 bundesliga 23/24
Germany,Games of Matchday 34 Bundesliga 23/24,2023,Heidenheim,Hoffenheim,1,heidenheim,hoffenheim,germany,games of matchday 34 bundesliga 23/24
Germany,Games of Matchday 34 Bundesliga 23/24,2023,Heidenheim,Werder Bremen,1,heidenheim,werder bremen,germany,games of matchday 34 bundesliga 23/24
Germany,Games of Matchday 34 Bundesliga 23/24,2023,Hoffenheim,Werder Bremen,2,hoffenheim,werder bremen,germany,games of matchday 34 bundesliga 23/24
Germany,Games of Matchday 34 Bundesliga 23/24,2023,Leipzig,Stuttgart,2,leipzig,stuttgart,germany,games of matchday 34 bundesliga 23/24
Germany,Games of Matchday 34 Bundesliga 23/24,2023,Leverkusen,Stuttgart,1,leverkusen,stuttgart,germany,games of matchday 34 bundesliga 23/24
Germany,Games of Matchday 34 Bundesliga 23/24,2023,Mainz,Mönchengladbach,1,mainz,mönchengladbach,germany,games of matchday 34 bundesliga 23/24
Germany,Games of Matchday 34 Bundesliga 23/24,2023,Mainz,Union Berlin,2,mainz,union berlin,germany,games of matchday 34 bundesliga 23/24
Germany,Games of Matchday 34 Bundesliga 23/24,2023,Mainz,Wolfsburg,1,mainz,wolfsburg,germany,games of matchday 34 bundesliga 23/24
Germany,Games of Matchday 34 Bundesliga 23/24,2023,Mönchengladbach,Union Berlin,1,mönchengladbach,union berlin,germany,games of matchday 34 bundesliga 23/24
Germany,Games of Matchday 34 Bundesliga 23/24,2023,Mönchengladbach,VfL Bochum,2,mönchengladbach,vfl bochum,germany,games of matchday 34 bundesliga 23/24
Germany,Games of Matchday 34 Bundesliga 23/24,2023,Mönchengladbach,Wolfsburg,2,mönchengladbach,wolfsburg,germany,games of matchday 34 bundesliga 23/24
Germany,Games of Matchday 34 Bundesliga 23/24,2023,Union Berlin,VfL Bochum,1,union berlin,vfl bochum,germany,games of matchday 34 bundesliga 23/24
Germany,Games of Matchday 34 Bundesliga 24/25,2024,Augsburg,Mönchengladbach,2,augsburg,mönchengladbach,germany,games of matchday 34 bundesliga 24/25
Germany,Games of Matchday 34 Bundesliga 24/25,2024,Augsburg,St. Pauli,2,augsburg,st. pauli,germany,games of matchday 34 bundesliga 24/25
Germany,Games of Matchday 34 Bundesliga 24/25,2024,Augsburg,Union Berlin,1,augsburg,union berlin,germany,games of matchday 34 bundesliga 24/25
Germany,Games of Matchday 34 Bundesliga 24/25,2024,Augsburg,Wolfsburg,1,augsburg,wolfsburg,germany,games of matchday 34 bundesliga 24/25
Germany,Games of Matchday 34 Bundesliga 24/25,2024,Bayern Munich,Frankfurt,2,bayern munich,frankfurt,germany,games of matchday 34 bundesliga 24/25
Germany,Games of Matchday 34 Bundesliga 24/25,2024,Bayern Munich,Leverkusen,1,bayern munich,leverkusen,germany,games of matchday 34 bundesliga 24/25
Germany,Games of Matchday 34 Bundesliga 24/25,2024,Dortmund,Frankfurt,1,dortmund,frankfurt,germany,games of matchday 34 bundesliga 24/25
Germany,Games of Matchday 34 Bundesliga 24/25,2024,Dortmund,Freiburg,1,dortmund,freiburg,germany,games of matchday 34 bundesliga 24/25
Germany,Games of Matchday 34 Bundesliga 24/25,2024,Dortmund,Leverkusen,2,dortmund,leverkusen,germany,games of matchday 34 bundesliga 24/25
Germany,Games of Matchday 34 Bundesliga 24/25,2024,Dortmund,Mainz,2,dortmund,mainz,germany,games of matchday 34 bundesliga 24/25
Germany,Games of Matchday 34 Bundesliga 24/25,2024,Frankfurt,Freiburg,2,frankfurt,freiburg,germany,games of matchday 34 bundesliga 24/25
Germany,Games of Matchday 34 Bundesliga 24/25,2024,Frankfurt,Leverkusen,1,frankfurt,leverkusen,germany,games of matchday 34 bundesliga 24/25
Germany,Games of Matchday 34 Bundesliga 24/25,2024,Freiburg,Leipzig,2,freiburg,leipzig,germany,games of matchday 34 bundesliga 24/25
Germany,Games of Matchday 34 Bundesliga 24/25,2024,Freiburg,Mainz,1,freiburg,mainz,germany,games of matchday 34 bundesliga 24/25
Germany,Games of Matchday 34 Bundesliga 24/25,2024,Heidenheim,Hoffenheim,1,heidenheim,hoffenheim,germany,games of matchday 34 bundesliga 24/25
Germany,Games of Matchday 34 Bundesliga 24/25,2024,Heidenheim,Holstein Kiel,1,heidenheim,holstein kiel,germany,games of matchday 34 bundesliga 24/25
Germany,Games of Matchday 34 Bundesliga 24/25,2024,Heidenheim,St. Pauli,2,heidenheim,st. pauli,germany,games of matchday 34 bundesliga 24/25
Germany,Games of Matchday 34 Bundesliga 24/25,2024,Heidenheim,VfL Bochum,2,heidenheim,vfl bochum,germany,games of matchday 34 bundesliga 24/25
Germany,Games of Matchday 34 Bundesliga 24/25,2024,Hoffenheim,Holstein Kiel,2,hoffenheim,holstein kiel,germany,games of matchday 34 bundesliga 24/25
Germany,Games of Matchday 34 Bundesliga 24/25,2024,Hoffenheim,St. Pauli,1,hoffenheim,st. pauli,germany,games of matchday 34 bundesliga 24/25
Germany,Games of Matchday 34 Bundesliga 24/25,2024,Hoffenheim,Union Berlin,2,hoffenheim,union berlin,germany,games of matchday 34 bundesliga 24/25
Germany,Games of Matchday 34 Bundesliga 24/25,2024,Holstein Kiel,VfL Bochum,1,holstein kiel,vfl bochum,germany,games of matchday 34 bundesliga 24/25
Germany,Games of Matchday 34 Bundesliga 24/25,2024,Leipzig,Mainz,1,leipzig,mainz,germany,games of matchday 34 bundesliga 24/25
Germany,Games of Matchday 34 Bundesliga 24/25,2024,Leipzig,Stuttgart,2,leipzig,stuttgart,germany,games of matchday 34 bundesliga 24/25
Germany,Games of Matchday 34 Bundesliga 24/25,2024,Leipzig,Werder Bremen,1,leipzig,werder bremen,germany,games of matchday 34 bundesliga 24/25
Germany,Games of Matchday 34 Bundesliga 24/25,2024,Mainz,Werder Bremen,2,mainz,werder bremen,germany,games of matchday 34 bundesliga 24/25
Germany,Games of Matchday 34 Bundesliga 24/25,2024,Mönchengladbach,Stuttgart,1,mönchengladbach,stuttgart,germany,games of matchday 34 bundesliga 24/25
Germany,Games of Matchday 34 Bundesliga 24/25,2024,Mönchengladbach,Werder Bremen,2,mönchengladbach,werder bremen,germany,games of matchday 34 bundesliga 24/25
Germany,Games of Matchday 34 Bundesliga 24/25,2024,Mönchengladbach,Wolfsburg,1,mönchengladbach,wolfsburg,germany,games of matchday 34 bundesliga 24/25
Germany,Games of Matchday 34 Bundesliga 24/25,2024,St. Pauli,Union Berlin,1,st. pauli,union berlin,germany,games of matchday 34 bundesliga 24/25
Germany,Games of Matchday 34 Bundesliga 24/25,2024,Stuttgart,Werder Bremen,1,stuttgart,werder bremen,germany,games of matchday 34 bundesliga 24/25
Germany,Games of Matchday 34 Bundesliga 24/25,2024,Stuttgart,Wolfsburg,2,stuttgart,wolfsburg,germany,games of matchday 34 bundesliga 24/25
Germany,Games of Matchday 34 Bundesliga 24/25,2024,Union Berlin,Wolfsburg,2,union berlin,wolfsburg,germany,games of matchday 34 bundesliga 24/25
Italy,Games of Matchday 38 Serie A 17/18,2017,AC Milan,Atalanta,1,ac milan,atalanta,italy,games of matchday 38 serie a 17/18
Italy,Games of Matchday 38 Serie A 17/18,2017,AC Milan,Fiorentina,2,ac milan,fiorentina,italy,games of matchday 38 serie a 17/18
Italy,Games of Matchday 38 Serie A 17/18,2017,AC Milan,Inter,2,ac milan,inter,italy,games of matchday 38 serie a 17/18
Italy,Games of Matchday 38 Serie A 17/18,2017,AC Milan,Lazio,1,ac milan,lazio,italy,games of matchday 38 serie a 17/18
Italy,Games of Matchday 38 Serie A 17/18,2017,Atalanta,Fiorentina,1,atalanta,fiorentina,italy,games of matchday 38 serie a 17/18
Italy,Games of Matchday 38 Serie A 17/18,2017,Atalanta,Lazio,2,atalanta,lazio,italy,games of matchday 38 serie a 17/18
Italy,Games of Matchday 38 Serie A 17/18,2017,Atalanta,Torino,2,atalanta,torino,italy,games of matchday 38 serie a 17/18
Italy,Games of Matchday 38 Serie A 17/18,2017,Benevento,Crotone,2,benevento,crotone,italy,games of matchday 38 serie a 17/18
Italy,Games of Matchday 38 Serie A 17/18,2017,Benevento,Hellas Verona,1,benevento,hellas verona,italy,games of matchday 38 serie a 17/18
Italy,Games of Matchday 38 Serie A 17/18,2017,Bologna,Cagliari,1,bologna,cagliari,italy,games of matchday 38 serie a 17/18
Italy,Games of Matchday 38 Serie A 17/18,2017,Bologna,Chievo Verona,2,bologna,chievo verona,italy,games of matchday 38 serie a 17/18
Italy,Games of Matchday 38 Serie A 17/18,2017,Bologna,SPAL,2,bologna,spal,italy,games of matchday 38 serie a 17/18
Italy,Games of Matchday 38 Serie A 17/18,2017,Bologna,Udinese,1,bologna,udinese,italy,games of matchday 38 serie a 17/18
Italy,Games of Matchday 38 Serie A 17/18,2017,Cagliari,Crotone,2,cagliari,crotone,italy,games of matchday 38 serie a 17/18
Italy,Games of Matchday 38 Serie A 17/18,2017,Cagliari,SPAL,1,cagliari,spal,italy,games of matchday 38 serie a 17/18
Italy,Games of Matchday 38 Serie A 17/18,2017,Cagliari,Udinese,2,cagliari,udinese,italy,games of matchday 38 serie a 17/18
Italy,Games of Matchday 38 Serie A 17/18,2017,Chievo Verona,Genoa,1,chievo verona,genoa,italy,games of matchday 38 serie a 17/18
Italy,Games of Matchday 38 Serie A 17/18,2017,Chievo Verona,Sassuolo,2,chievo verona,sassuolo,italy,games of matchday 38 serie a 17/18
Italy,Games of Matchday 38 Serie A 17/18,2017,Chievo Verona,Udinese,1,chievo verona,udinese,italy,games of matchday 38 serie a 17/18
Italy,Games of Matchday 38 Serie A 17/18,2017,Crotone,Hellas Verona,1,crotone,hellas verona,italy,games of matchday 38 serie a 17/18
Italy,Games of Matchday 38 Serie A 17/18,2017,Crotone,SPAL,1,crotone,spal,italy,games of matchday 38 serie a 17/18
Italy,Games of Matchday 38 Serie A 17/18,2017,Fiorentina,Sampdoria,2,fiorentina,sampdoria,italy,games of matchday 38 serie a 17/18
Italy,Games of Matchday 38 Serie A 17/18,2017,Fiorentina,Torino,1,fiorentina,torino,italy,games of matchday 38 serie a 17/18
Italy,Games of Matchday 38 Serie A 17/18,2017,Genoa,Sampdoria,2,genoa,sampdoria,italy,games of matchday 38 serie a 17/18
Italy,Games of Matchday 38 Serie A 17/18,2017,Genoa,Sassuolo,1,genoa,sassuolo,italy,games of matchday 38 serie a 17/18
Italy,Games of Matchday 38 Serie A 17/18,2017,Genoa,Udinese,2,genoa,udinese,italy,games of matchday 38 serie a 17/18
Italy,Games of Matchday 38 Serie A 17/18,2017,Hellas Verona,SPAL,2,hellas verona,spal,italy,games of matchday 38 serie a 17/18
Italy,Games of Matchday 38 Serie A 17/18,2017,Inter,Lazio,1,inter,lazio,italy,games of matchday 38 serie a 17/18
Italy,Games of Matchday 38 Serie A 17/18,2017,Inter,Napoli,2,inter,napoli,italy,games of matchday 38 serie a 17/18
Italy,Games of Matchday 38 Serie A 17/18,2017,Inter,Roma,1,inter,roma,italy,games of matchday 38 serie a 17/18
Italy,Games of Matchday 38 Serie A 17/18,2017,Juventus,Napoli,1,juventus,napoli,italy,games of matchday 38 serie a 17/18
Italy,Games of Matchday 38 Serie A 17/18,2017,Juventus,Roma,2,juventus,roma,italy,games of matchday 38 serie a 17/18
Italy,Games of Matchday 38 Serie A 17/18,2017,Lazio,Roma,2,lazio,roma,italy,games of matchday 38 serie a 17/18
Italy,Games of Matchday 38 Serie A 17/18,2017,Napoli,Roma,1,napoli,roma,italy,games of matchday 38 serie a 17/18
Italy,Games of Matchday 38 Serie A 17/18,2017,Sampdoria,Sassuolo,1,sampdoria,sassuolo,italy,games of matchday 38 serie a 17/18
Italy,Games of Matchday 38 Serie A 17/18,2017,Sampdoria,Torino,1,sampdoria,torino,italy,games of matchday 38 serie a 17/18
Italy,Games of Matchday 38 Serie A 17/18,2017,Sassuolo,Torino,2,sassuolo,torino,italy,games of matchday 38 serie a 17/18
Italy,Games of Matchday 38 Serie A 18/19,2018,AC Milan,Atalanta,2,ac milan,atalanta,italy,games of matchday 38 serie a 18/19
Italy,Games of Matchday 38 Serie A 18/19,2018,AC Milan,Inter,1,ac milan,inter,italy,games of matchday 38 serie a 18/19
Italy,Games of Matchday 38 Serie A 18/19,2018,AC Milan,Roma,1,ac milan,roma,italy,games of matchday 38 serie a 18/19
Italy,Games of Matchday 38 Serie A 18/19,2018,AC Milan,Torino,2,ac milan,torino,italy,games of matchday 38 serie a 18/19
Italy,Games of Matchday 38 Serie A 18/19,2018,Atalanta,Inter,1,atalanta,inter,italy,games of matchday 38 serie a 18/19
Italy,Games of Matchday 38 Serie A 18/19,2018,Atalanta,Juventus,2,atalanta,juventus,italy,games of matchday 38 serie a 18/19
Italy,Games of Matchday 38 Serie A 18/19,2018,Atalanta,Napoli,1,atalanta,napoli,italy,games of matchday 38 serie a 18/19
Italy,Games of Matchday 38 Serie A 18/19,2018,Bologna,Lazio,2,bologna,lazio,italy,games of matchday 38 serie a 18/19
Italy,Games of Matchday 38 Serie A 18/19,2018,Bologna,Sampdoria,1,bologna,sampdoria,italy,games of matchday 38 serie a 18/19
Italy,Games of Matchday 38 Serie A 18/19,2018,Bologna,Sassuolo,1,bologna,sassuolo,italy,games of matchday 38 serie a 18/19
Italy,Games of Matchday 38 Serie A 18/19,2018,Bologna,Udinese,2,bologna,udinese,italy,games of matchday 38 serie a 18/19
Italy,Games of Matchday 38 Serie A 18/19,2018,Cagliari,Fiorentina,1,cagliari,fiorentina,italy,games of matchday 38 serie a 18/19
Italy,Games of Matchday 38 Serie A 18/19,2018,Cagliari,Genoa,2,cagliari,genoa,italy,games of matchday 38 serie a 18/19
